time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	time.decay.8	time.decay.9	
9.412743789113598325e+01 9.997950853887198264e+01 1.133375428291522269e+02 9.705255219803321154e+01 1.081959993582898107e+02 9.328738417477083544e+01 9.766104107318871286e+01 8.546152916959708534e+01 1.095788266441966954e+02
9.568886736971154505e+01 1.026491293206611886e+02 1.220173310806046345e+02 1.116505206096387610e+02 9.616911462061190718e+01 8.224450274437992903e+01 1.041803833051492489e+02 9.783628441104860940e+01 9.063100093626320586e+01
9.760051157019294976e+01 9.278646147248710463e+01 1.247076723237944123e+02 1.030003852717160555e+02 8.609697865575442677e+01 8.568793272282832163e+01 1.021876446455895007e+02 1.032008884083530802e+02 1.040730249569457868e+02
9.171846108409563669e+01 9.193075469160106650e+01 1.244705683796447175e+02 8.915658799478988783e+01 9.468893681906851612e+01 8.695139182594895999e+01 9.957853160572778961e+01 8.205443037772570847e+01 1.169741502694799067e+02
1.049310110298324332e+02 1.034763968307952808e+02 9.526217332250118375e+01 1.052010376940072689e+02 8.746083543387244674e+01 1.093262793184633779e+02 1.040910339985209419e+02 1.049688289891815032e+02 1.168728894490187855e+02
8.972718120015245802e+01 1.017523414854520354e+02 8.817379523084952098e+01 9.505941333578410024e+01 8.970155247340834137e+01 1.071434738434354301e+02 9.510242954337118704e+01 1.093814734637928865e+02 1.112261129618180746e+02
9.619486119329955898e+01 8.873906285604361699e+01 1.110783762605820755e+02 9.586222344218251123e+01 1.043993278409154328e+02 1.100414260605284085e+02 1.041795548355797649e+02 9.925023393411184713e+01 1.027442686252607587e+02
9.300864913293504799e+01 9.430434528737704625e+01 8.582063985908797576e+01 9.524490765689866123e+01 1.267584918298263261e+02 8.567967680518873408e+01 8.997621725315555352e+01 9.918429838959011136e+01 1.090783263290081777e+02
1.000284030284802981e+02 1.087490686418191075e+02 1.092385630189019992e+02 9.397015668872694505e+01 1.162129666071535326e+02 1.071496298712427517e+02 1.053865824848516866e+02 9.908322341213104778e+01 1.058122370805538708e+02
8.960734527208347799e+01 9.284490119334742531e+01 1.063232876800252171e+02 9.272116186563528117e+01 1.112326766188818823e+02 9.407150679264732673e+01 9.819766761537681532e+01 9.921970719620927071e+01 1.002105444041885676e+02
1.126901815542671841e+02 1.069575384997298926e+02 1.069518176638602540e+02 8.709660339517961347e+01 9.398227858114671562e+01 8.520972010919790307e+01 9.337362172731234011e+01 9.902623516474670851e+01 9.294007260654467473e+01
9.350728699542506206e+01 1.058568173276229061e+02 9.408198547172425208e+01 1.015744317089141333e+02 8.552791560265313819e+01 9.511919725619921451e+01 1.108946130858856662e+02 9.231630718391890866e+01 9.228346152702764016e+01
1.035443529779630438e+02 9.682912623268664731e+01 1.018942585081150298e+02 1.096196549299520200e+02 8.651514580263508947e+01 8.670466440040132738e+01 1.132317526491773947e+02 9.039226353751674026e+01 1.059311982664971765e+02
9.189894568537404496e+01 1.076127218094997318e+02 9.892943861444896925e+01 1.004813443370650816e+02 1.024974906569211441e+02 1.184827718081370733e+02 1.067092461144024185e+02 1.125084241342975986e+02 1.079567207685099675e+02
1.038028560801247551e+02 9.268163961004188423e+01 1.003396918292651918e+02 9.039832945440103629e+01 9.275026597400753303e+01 1.124417877944090378e+02 1.068818630393900833e+02 8.446386528938424476e+01 9.030738293675200623e+01
9.174022797409968177e+01 1.016092020020963531e+02 1.027151472839877044e+02 1.028335270285186027e+02 9.371275527435282982e+01 1.056765344144059924e+02 1.047695080364226072e+02 1.131645565029237730e+02 1.039151307048981039e+02
9.603574903517227312e+01 1.003390867788597518e+02 9.914163568593471609e+01 9.546559986643464413e+01 1.054817260801790582e+02 1.054599926932322944e+02 1.163301634268877507e+02 1.041048825414861057e+02 9.863824682764028751e+01
9.618872819029596144e+01 9.936233676739227860e+01 1.080259902402184338e+02 1.003684927851493995e+02 1.025069049386027871e+02 9.070287634998706494e+01 8.144728998906680317e+01 1.067708153415483423e+02 9.908016609031813005e+01
9.651859333680974373e+01 1.048598430286102428e+02 1.113004668824941348e+02 9.054092443004974200e+01 1.043088625756005001e+02 9.706374719819416441e+01 7.759763532724542756e+01 9.563004268748994718e+01 8.867138472857642739e+01
9.746163861367527659e+01 9.362959567636272595e+01 1.126028249329729078e+02 8.983609495926319255e+01 1.013633467991619170e+02 9.450901826953561624e+01 8.700274027938331756e+01 1.063969663957132354e+02 8.431709518039845364e+01
1.050871748370592087e+02 1.037639736600977756e+02 1.009585210081689013e+02 1.069722467877241172e+02 9.356605565579647532e+01 9.188545715696051275e+01 9.007202959341461224e+01 1.099417917830510874e+02 8.584590950237887341e+01
8.748438312728137589e+01 8.939292246864886238e+01 1.028813397671501804e+02 1.002263883706457932e+02 1.076283333242812148e+02 1.133036929031352429e+02 1.095917319181398710e+02 1.098229007030759874e+02 1.074751255796851410e+02
1.115136489361356951e+02 1.041626653362433501e+02 9.112578168985261584e+01 9.701805705702797411e+01 1.253890908768981092e+02 8.481975752690422610e+01 1.045336834698711357e+02 1.100100928886369189e+02 9.147167635940749619e+01
9.645111446633916330e+01 9.457655911629842649e+01 1.068331242372548928e+02 9.003122000421325311e+01 1.233703010960114455e+02 9.987003411244992890e+01 1.048446511477379346e+02 1.146529146114373532e+02 1.184683486216742807e+02
9.911291635293068225e+01 1.006210710381476048e+02 1.051732587024749961e+02 1.126185859378909129e+02 9.061335272276015473e+01 1.002314983860915589e+02 9.697918263488629975e+01 1.169633603514372879e+02 1.250722213438489234e+02
9.506461695173624094e+01 1.038634700450877943e+02 1.002764889927816938e+02 1.109514142131754397e+02 1.066150679360364535e+02 9.168444589266900380e+01 9.354317811173581276e+01 1.011751512509037241e+02 1.257180190773912329e+02
9.811803873885146743e+01 1.020025095696744160e+02 9.803471975542240102e+01 9.211450744575996907e+01 9.010373596216921044e+01 1.048306455644091102e+02 1.114707606118920324e+02 1.019475547464641210e+02 9.106357302633371376e+01
8.085074576400916158e+01 8.814502113740077505e+01 1.137221591790303421e+02 9.123317980866147536e+01 1.065733447159321940e+02 9.747802783376185687e+01 1.123821622738460349e+02 9.336329233565804486e+01 8.729212025729782454e+01
1.111356663314259663e+02 8.094310171227098749e+01 1.132699678251954936e+02 1.039746842063174199e+02 8.608509980576188525e+01 1.041367543224631618e+02 1.113644962339689215e+02 9.184437690383683162e+01 9.429327426573036064e+01
1.067777295741210679e+02 1.063079899298623872e+02 9.828238761652764310e+01 1.151562249962861131e+02 9.941415699749643409e+01 8.931048220173428831e+01 1.173988323843448285e+02 9.713310395958146160e+01 1.022734781328069289e+02
1.055944997299450279e+02 1.098436806627475590e+02 8.566316263373036577e+01 8.524051456379186220e+01 9.973942678538907103e+01 1.063361845031354136e+02 1.205591890606377063e+02 9.642598812642670225e+01 1.161917064543556393e+02
1.070535347610597512e+02 1.020702021433877036e+02 1.002777839810377714e+02 8.866728464508733509e+01 8.158259017485411846e+01 1.074673309362626981e+02 1.199362989694634223e+02 8.153705688190197520e+01 1.234782948223359256e+02
1.006077478106712988e+02 1.075391048334249575e+02 8.335301442876878752e+01 9.506036265604861057e+01 1.141908399625327206e+02 9.236731697637215177e+01 9.278456240300808133e+01 1.202666631164507152e+02 1.137096894798853270e+02
9.704193500385434845e+01 8.762386044857022682e+01 8.497036600923036076e+01 1.072504336152184976e+02 9.902845659169847181e+01 1.038670722646450031e+02 9.464270128132170612e+01 1.169179366802767106e+02 1.054855191038502511e+02
8.809914849429766548e+01 9.644099719330404241e+01 9.792459089140513129e+01 1.017928151680043101e+02 9.868368262445233086e+01 1.020633003207235276e+02 9.384739421580823659e+01 1.120982482881266549e+02 9.109666183173055742e+01
1.057202528666313128e+02 1.007070001817722442e+02 1.096120536626162760e+02 1.199092208635458690e+02 1.040005600508315524e+02 1.016317594456612596e+02 1.068152548817850942e+02 9.562384259924715479e+01 9.167629624355289764e+01
1.076069490090902008e+02 1.021171752023976893e+02 1.072279112442304552e+02 1.143355749572218940e+02 1.051756938959188403e+02 9.742057030644305371e+01 9.187765292909384129e+01 8.693557686381680583e+01 1.004434394684824525e+02
9.595886087256795349e+01 1.027077468700924499e+02 1.075099633243735298e+02 1.067266090444813500e+02 1.153527779912494822e+02 8.978926695396623359e+01 8.917726727406086695e+01 1.188708101466108218e+02 9.582282919616818617e+01
9.644537007954255614e+01 1.006150809673223421e+02 1.151653567838153265e+02 1.086887258803941165e+02 1.148355401925032027e+02 1.103375403927440033e+02 1.046310152965679521e+02 1.143854810939947413e+02 9.808762625156825266e+01
9.377544106984629479e+01 1.054314052531028381e+02 9.642158267156760587e+01 1.119151277133529021e+02 1.190133996061918822e+02 8.200115106138186150e+01 1.111854639212233451e+02 8.527411748484914256e+01 1.164857281596464134e+02
1.067335707302828212e+02 9.760611255344879567e+01 9.397167060370134095e+01 1.007960241661199348e+02 8.559740942919835049e+01 1.001900027733395859e+02 1.023183885272271567e+02 1.067669974263691586e+02 1.111214253830967351e+02
1.098156530436774005e+02 9.165236819557767944e+01 1.119342464582675660e+02 8.895108338187307595e+01 9.720464497288995176e+01 9.862284224070853611e+01 1.051167820620861022e+02 8.935803706489872411e+01 8.804251605918196333e+01
1.157860099628298087e+02 1.084633627746510456e+02 1.046742347193057725e+02 9.928762744920129535e+01 1.005586656713107487e+02 9.823299161555213743e+01 9.505065316673741904e+01 8.732014733522672145e+01 1.119310508588339275e+02
9.768154815965266380e+01 1.162833828621927523e+02 1.047815311635868056e+02 9.646788911797567323e+01 1.021776010013473837e+02 9.276695448555310008e+01 1.034004059805057949e+02 1.241335862816935673e+02 9.002137740391749787e+01
1.058693887562257601e+02 1.053167842369944509e+02 9.509458200817955742e+01 9.409438035671868761e+01 9.885494825330198410e+01 1.058168239594761957e+02 9.927075054663845322e+01 1.008161211450612598e+02 1.039815561274573241e+02
7.826878838504299551e+01 8.374128488104547330e+01 8.773837968079412519e+01 1.175429039656522576e+02 8.501286312780086973e+01 9.935875131821151740e+01 9.557556449759154305e+01 9.289606149551715930e+01 9.570431019162836606e+01
1.307581048394666254e+02 1.111280026258858129e+02 1.152764137323507612e+02 1.175927454904723817e+02 8.263302422398024305e+01 8.751181801967598517e+01 9.674516614590186236e+01 9.919981385245235117e+01 1.085575569723760339e+02
7.372654756111774077e+01 1.216467002631625860e+02 1.215793821346388768e+02 1.145607679441687736e+02 8.285511525512360720e+01 1.031956869535484174e+02 9.531956062305957289e+01 1.055581997592459516e+02 1.099429022765626485e+02
1.172761885158518993e+02 1.080365471469901735e+02 8.493008188568097694e+01 1.125414543004807655e+02 8.721484860039254272e+01 9.078603610720931272e+01 1.023695145053176958e+02 1.047884795440214276e+02 1.048444193849421140e+02
1.198010077475930331e+02 8.946057606604797741e+01 9.349865909154088683e+01 1.065245276673588677e+02 1.108931247840963579e+02 1.036277505234246235e+02 9.922289443349434634e+01 9.613237694192125105e+01 1.023159693119425668e+02
1.190437578653392166e+02 8.534768863876816170e+01 9.853178325619470002e+01 1.082701603537247479e+02 1.205592813498334408e+02 9.564474001615451471e+01 9.135031414985257925e+01 9.345892825594650333e+01 9.054616589592355069e+01
1.176971545638857322e+02 8.523990309697050805e+01 9.805066713700966829e+01 1.047775671349177031e+02 1.182221810422583417e+02 9.443974925019875855e+01 9.942255040499701124e+01 9.995973426283703134e+01 1.045223994389082094e+02
9.817441613121472699e+01 1.221697165209079969e+02 1.154446092054821804e+02 9.301985378629098022e+01 8.228838844089102622e+01 1.040191632491551132e+02 1.006366195451110457e+02 1.037152556087034156e+02 9.688430095388304153e+01
1.085939463771055102e+02 1.225183750263951623e+02 9.025712520812891171e+01 1.025194002837295670e+02 9.833885875300853741e+01 8.656143597672014778e+01 9.177665342097095902e+01 1.057275767976200314e+02 9.101206457963979801e+01
9.902669318522988817e+01 1.104691313611805441e+02 8.148418289539618797e+01 1.052044363992054059e+02 1.035775865335338608e+02 8.922381721735038695e+01 1.058449754207084084e+02 1.027986724154561955e+02 9.358918923382357491e+01
9.847057359932421150e+01 9.346549206971300805e+01 7.660167230634574764e+01 1.033518437266475729e+02 1.170239713700340189e+02 8.251041165580841152e+01 1.103782464264982224e+02 9.852948439217033183e+01 9.235154880327280580e+01
9.831744871090843674e+01 9.301732067167756668e+01 7.196882233973173015e+01 1.056265854580947803e+02 9.948247091037281109e+01 9.292236670887577077e+01 1.086628459691606849e+02 1.157234062005312865e+02 9.813218852507634438e+01
1.077172469776102020e+02 9.265325469991917373e+01 9.883969203203542975e+01 1.134844124871526390e+02 1.041402201799102158e+02 9.220329871633214225e+01 1.111184039789711733e+02 9.475383532687909849e+01 1.005263298084660732e+02
1.164753650838312353e+02 9.911576428131199634e+01 9.647351413036227541e+01 8.311605147871182453e+01 9.639363396889130797e+01 1.098439614033954967e+02 9.677837575390935854e+01 9.464073195432939656e+01 9.030331903069316013e+01
8.780668943362759649e+01 9.338738885619886787e+01 9.704834043870575044e+01 1.108560429220937067e+02 1.025260844952980790e+02 9.083817559812311515e+01 9.206025074308070089e+01 8.154199170029203003e+01 1.033363340254426817e+02
1.151371338398396347e+02 1.076186387606652062e+02 1.230617799597119415e+02 9.791087899525177818e+01 9.889864968992553429e+01 9.050437450075041568e+01 8.934134074787223767e+01 1.033421491899164266e+02 1.140623902398740626e+02
1.111421818239060144e+02 9.623790206800529745e+01 9.004869205080055394e+01 9.514118537896527528e+01 9.390513211041836428e+01 1.017611874143622543e+02 1.080495217577616529e+02 1.020982023120220674e+02 1.133229126230089179e+02
9.670186543969239779e+01 9.225150765055002466e+01 1.023930015612740050e+02 8.731729315790840928e+01 9.103926970630591597e+01 9.608957323934518513e+01 9.612387501724647620e+01 1.154953981703017831e+02 1.125444053089387069e+02
1.012196919696180970e+02 9.306276603178349660e+01 1.022980550721072746e+02 8.948253424777925602e+01 9.897464284105211618e+01 1.072778198346840384e+02 9.756809118125272562e+01 9.211402336975963578e+01 1.135206368785179052e+02
1.022041684369245615e+02 9.126133326411527946e+01 1.017754123832907993e+02 9.674561043094234947e+01 1.143477370651114029e+02 8.373870126217471466e+01 9.559157110135528512e+01 8.898123506319407738e+01 7.923814616153987345e+01
1.050257520523374524e+02 1.013684641471371464e+02 8.710476378460808178e+01 9.217004629236201652e+01 1.150430535383389952e+02 1.203873267290383069e+02 1.008834593530045822e+02 9.140337012211747947e+01 9.072002483532308759e+01
1.069079094202323859e+02 1.075862298648231672e+02 1.151927864661789158e+02 1.038746341558716892e+02 8.535343431820577109e+01 1.113079283667809989e+02 9.720437358941371997e+01 9.379784239330916762e+01 1.190066793281604589e+02
1.026894094048231665e+02 1.057147661584215541e+02 9.069377616531960484e+01 9.337517634874514272e+01 1.026060551768109690e+02 1.006902690364040041e+02 1.002621132719289676e+02 9.168303980766881978e+01 8.250598562980721340e+01
1.069106926273874763e+02 9.235834935005425450e+01 1.092261230390419229e+02 9.886629389378029487e+01 1.148321729452935074e+02 9.605864409651131552e+01 1.007051000570945689e+02 9.614902952237970624e+01 7.931262554577922685e+01
9.545902864677154298e+01 1.075102982818978035e+02 9.431108185852136216e+01 9.955725616525725741e+01 1.094734873635376431e+02 1.026080382938025366e+02 1.023394084771037313e+02 9.311999358599553034e+01 9.566613399762238146e+01
9.855329254553873852e+01 1.188798674930996526e+02 1.053082302869631803e+02 9.955336896696840654e+01 9.952827079887956074e+01 1.044272011170717178e+02 1.014325402184311429e+02 9.824899386673619972e+01 1.001638556592745459e+02
9.870772951509815130e+01 9.183354587856956641e+01 1.043058422581322588e+02 9.756486726529948328e+01 8.730820805890090242e+01 9.712173786382227547e+01 1.045079314742573189e+02 1.056746206132514487e+02 1.004070637365691567e+02
8.312397479542030965e+01 8.090115365384744450e+01 1.111994472551353965e+02 9.664233828854965225e+01 8.623852677314563664e+01 1.160198774494003828e+02 9.406910366469121243e+01 8.859817506709185864e+01 9.470621479862288083e+01
8.786242590509078809e+01 8.524346091637337963e+01 9.147748826040165682e+01 1.004455171793181307e+02 1.092198370946081241e+02 1.118179534592158717e+02 8.970875477644941043e+01 9.237494115616536305e+01 1.020523056015514953e+02
8.969313011512390688e+01 8.827572752459407468e+01 9.080795446130171911e+01 9.955704759123857173e+01 8.506526420854419257e+01 1.027298443046251037e+02 9.548763370054265920e+01 8.389688925731334734e+01 9.952223132059398836e+01
1.138773878033601932e+02 9.431671283566907960e+01 9.962987020957731943e+01 1.023305728357558593e+02 9.937410721003070080e+01 1.143797209580675940e+02 8.678070782835310126e+01 8.787270493574388297e+01 1.105919430762188824e+02
1.137978878421004225e+02 1.102762869269098616e+02 9.159828268755484260e+01 1.076012533139466711e+02 8.738344597903157762e+01 1.144864033259852505e+02 1.048893056798891905e+02 9.409816071533850845e+01 9.303400027659256466e+01
9.556848324839722864e+01 9.759601617001571583e+01 1.142576891861877755e+02 8.871716703542153937e+01 1.114873718782627208e+02 1.070657371594174805e+02 1.004217918435247867e+02 1.034931348533643103e+02 1.120410151890882986e+02
8.573495606277656123e+01 9.689600803709551258e+01 1.070978526353019760e+02 9.250398412056881625e+01 9.998602965164911893e+01 8.856542486828459460e+01 9.611489479580259854e+01 9.601049591241546466e+01 1.081455052236348848e+02
9.424359150304162824e+01 9.365673634431587402e+01 1.084946531912631116e+02 9.925252851942637733e+01 9.511323557507944315e+01 8.796134370823668291e+01 1.030032785914272893e+02 1.009780181095511011e+02 8.810981075383050154e+01
9.404017990039136521e+01 1.112106786569329842e+02 1.020836210459119116e+02 9.260910732015246083e+01 1.100870416956025224e+02 8.427422642079551451e+01 9.472913551630449547e+01 9.264331934429553428e+01 1.277586612051215127e+02
9.746126347415506075e+01 8.173267686909611029e+01 1.012740100092089364e+02 9.825157971838726212e+01 1.116526456225263928e+02 8.050453983302193706e+01 9.183977388867042180e+01 8.937642266068390029e+01 1.170894850130154339e+02
1.143684836018831135e+02 1.014951180114678522e+02 8.903841965041169715e+01 9.979749862248462478e+01 1.239336947980057886e+02 9.515959236640811980e+01 1.031457887759675032e+02 9.633734914353449597e+01 1.011562693599575056e+02
1.013662290126206074e+02 9.749643108582687034e+01 1.109913424180364814e+02 1.208330820176551157e+02 1.099103661189352863e+02 1.112533068003995140e+02 1.029548703444478690e+02 9.061722298038675660e+01 9.235411866020102423e+01
9.207194347017187397e+01 8.930623269148858867e+01 9.028559966174597662e+01 8.822731665016399916e+01 1.001028840452626127e+02 1.007929654709271574e+02 1.014325117790467061e+02 8.472209322347322313e+01 9.134400096729375207e+01
9.156061439570015636e+01 8.763559190501085538e+01 1.048316826218069764e+02 9.117892672860664049e+01 9.930279803776944902e+01 9.738971461975884836e+01 9.705381603842340610e+01 8.660341993533670291e+01 1.036714049000557054e+02
1.112298292443673944e+02 9.317356152659067448e+01 1.035611154313170204e+02 9.957225423251095719e+01 9.476065624497992701e+01 9.711356517252161780e+01 9.759189294436595219e+01 1.139011763205271563e+02 9.836947653816585557e+01
8.307359143632322684e+01 9.494122913277372788e+01 9.820625812223312323e+01 9.900281759371375756e+01 1.273775615528713558e+02 9.378065945363474043e+01 9.531307023692384917e+01 1.062109768231956082e+02 1.010211051024538165e+02
9.166407686023504198e+01 9.752499357623656806e+01 9.385926457772262665e+01 1.122298382935704666e+02 1.059016569528949390e+02 9.347273571510631029e+01 1.041290622330156026e+02 1.128251553227597270e+02 9.052942895177169191e+01
9.572084730611513237e+01 1.004893565137235356e+02 1.128369688562179363e+02 8.482068326599403463e+01 1.058629050734612491e+02 9.873430943238386703e+01 9.634265451225968491e+01 1.108864156819869891e+02 1.026876229283207351e+02
1.022841179827531590e+02 1.052133168568814057e+02 9.211188398630362428e+01 1.063214919241007408e+02 9.515987796030520940e+01 1.199814071955972565e+02 9.254959762806983292e+01 1.004300258054798860e+02 9.880902622723245088e+01
8.896784414889057757e+01 1.007002539781042429e+02 1.044815450325058919e+02 1.062818228130135054e+02 9.614447876793443015e+01 9.964417357847803203e+01 1.090340993012908370e+02 9.912163528701267978e+01 1.043368798417017018e+02
1.153117949094770580e+02 9.513677492721548390e+01 1.047126780326668865e+02 8.619837765190641221e+01 9.713398574779681383e+01 8.989466413447634352e+01 1.240813213064457869e+02 1.026562818756716666e+02 7.572261371152306708e+01
1.113914443479515057e+02 1.008702240302767592e+02 1.083625034400369174e+02 1.025081348950130575e+02 9.513427569912578008e+01 8.354959078149036600e+01 1.075010766639004771e+02 1.054997342345789377e+02 1.151579915881681728e+02
1.089214106541938492e+02 9.955656656086139833e+01 9.167576745761058987e+01 1.024196511656735851e+02 9.976358768486596773e+01 8.337638653504603781e+01 1.069917373185040219e+02 1.022070339523753830e+02 1.108148083257764540e+02
1.037471286701393041e+02 8.410871755676087957e+01 1.072972452228503073e+02 9.812632421684645578e+01 8.550204978563593272e+01 1.213728392690885869e+02 1.232779225641803009e+02 9.159884389439800145e+01 8.488030944500644637e+01
1.101967654572316775e+02 8.466167137120261543e+01 1.047103363676493757e+02 9.165559271651048334e+01 7.675616726549019120e+01 1.131544296896434787e+02 1.227151800943976241e+02 9.644578453359565628e+01 8.448444721833718063e+01
1.042287599207124913e+02 1.251703415188742667e+02 9.580737483956316680e+01 9.028825145554588971e+01 1.190187045570172018e+02 8.703248027625747341e+01 1.091441978756527078e+02 9.521446751084535265e+01 9.777196192996984792e+01
1.069412680779691840e+02 1.213006949483844039e+02 9.470779659477150858e+01 1.149543160363004404e+02 1.032120590907703956e+02 9.726572260528561742e+01 1.084823090142978117e+02 9.436521202367330829e+01 1.065087962729747346e+02
1.043123386578732266e+02 1.070681970565169934e+02 8.812651572930266752e+01 1.065505778709421207e+02 9.536526018940523386e+01 1.020305069021143822e+02 1.129870748038155170e+02 9.887431229549297029e+01 9.614364292468468420e+01
9.324629651804015396e+01 1.055528823915939256e+02 8.513473606940630134e+01 9.658503913269947816e+01 9.756902529645874722e+01 8.011938407583747335e+01 9.805576787187307275e+01 9.662185462388762858e+01 9.096114295624508372e+01
1.147062413596001704e+02 9.653831104215473147e+01 9.883054204185739877e+01 8.897418191488601735e+01 1.048399436107432336e+02 1.066837522768483666e+02 1.099886995954596927e+02 8.948503480835043433e+01 9.512168869646312430e+01
8.988821859539534387e+01 9.976008397366267388e+01 1.096968109655482948e+02 1.059200433404942743e+02 1.031984561086369752e+02 1.088502344054317348e+02 1.105563766090372297e+02 9.351063933315134591e+01 9.984182031579643990e+01
1.006037712524969976e+02 1.141065193723899682e+02 9.449125611262920188e+01 9.889398793305402080e+01 1.039250546512430162e+02 1.053617589027825545e+02 8.432292193894059551e+01 8.775219726818562549e+01 1.061988714384144714e+02
9.862737101094660375e+01 1.123575284693114043e+02 1.027307144165861814e+02 9.199232238913825199e+01 9.859836936721899292e+01 9.168331174410286621e+01 8.134911988759915857e+01 9.520019586407389056e+01 9.122211325201769228e+01
9.042866827051435052e+01 1.121961404422919628e+02 9.271450868276066615e+01 9.732319548682922061e+01 1.144999724345164509e+02 9.558913857885544019e+01 7.940747856980132724e+01 9.530867737065990752e+01 8.171121595513449165e+01
9.600846909018987674e+01 1.141525032298780360e+02 1.026957654932999162e+02 8.905347960708907351e+01 8.835863696545652601e+01 8.052276916820352426e+01 9.985433009855766784e+01 1.066913941873633291e+02 9.273558182069820077e+01
9.539198112832332299e+01 1.163702514192898008e+02 9.994945504858067409e+01 8.382192513152571678e+01 9.023124986813431292e+01 9.784749325020442257e+01 1.052862885553346075e+02 1.027616200384202187e+02 1.061619477635360056e+02
9.336019830328237390e+01 1.047134684669722162e+02 1.021647746931512302e+02 8.217728521588833246e+01 1.001138511042971686e+02 9.991122897212991916e+01 9.535951298019838873e+01 1.079246206308681622e+02 1.007766205121634329e+02
9.565864364020079336e+01 1.000431546760575259e+02 9.549983601867637617e+01 1.003147253933024814e+02 9.976226875529377480e+01 9.869169478717728339e+01 9.190799628351233252e+01 1.069783275204793540e+02 9.423925810734949948e+01
1.065505194438339771e+02 9.090232697003310136e+01 1.018427528111305804e+02 9.668227751936591119e+01 8.708296646872912561e+01 1.022002190520850604e+02 1.022192158371937865e+02 1.044898524807826448e+02 9.354258647022371065e+01
9.714817265042134409e+01 9.504918326759469949e+01 9.417760716115884634e+01 1.201962366707522847e+02 8.794372577392712742e+01 1.077032566779323872e+02 1.149400224271418836e+02 1.139122202724850013e+02 9.495768203856131606e+01
1.045143428484830821e+02 9.026053918558365297e+01 1.193607142441346127e+02 1.039271263931646700e+02 1.179419601383892910e+02 1.033324079149933823e+02 1.170404319815417011e+02 9.343005403363272876e+01 1.115487260887504988e+02
9.196274746241795128e+01 1.023719539598148458e+02 8.675513188515310503e+01 9.881466332694392918e+01 1.333792174154207260e+02 1.042464486763927454e+02 1.072875956819516148e+02 1.037183395010053175e+02 1.107262255758809744e+02
9.819167380027155900e+01 1.044878505460622762e+02 8.938583357009852648e+01 1.005628225278908303e+02 1.260704471280429857e+02 9.388463633066972136e+01 1.122741695131672373e+02 9.647302741390106462e+01 8.375581149740547460e+01
1.115540074446648475e+02 1.101486351557756507e+02 1.007860545891141442e+02 9.864017712611973820e+01 1.258712828872384790e+02 1.044937568476878056e+02 9.667280093114385409e+01 1.054435053209985398e+02 9.023133146924720904e+01
1.126470209502228670e+02 9.958653206783587564e+01 1.035526267130555027e+02 9.500273881983397928e+01 9.125802209990877145e+01 9.215903457037418889e+01 9.328323059545668627e+01 9.061114015165509272e+01 1.048448564012969371e+02
1.063076596114249242e+02 9.627537684737760060e+01 9.360894108538350622e+01 1.032335223646328757e+02 9.979351244918606767e+01 1.030798165103435196e+02 8.260668391043257941e+01 1.004111991335397960e+02 1.151604964878944912e+02
9.217668551499910734e+01 1.038516270952095084e+02 9.596396948936684623e+01 9.185275280682557764e+01 1.021430419025837182e+02 1.033798756358044812e+02 9.740712733003071833e+01 9.260592915689994697e+01 1.032686198469658336e+02
1.085192933329757921e+02 1.057895157836338029e+02 1.018668574773908659e+02 8.803606991838437068e+01 1.128146617496083053e+02 9.152767250561629453e+01 1.117305446434692158e+02 1.056040336476183228e+02 1.000556293992902681e+02
1.126914226027703450e+02 9.460408830307218864e+01 1.103345972040838063e+02 1.173062534993547814e+02 1.072738007041651542e+02 9.699591554176714681e+01 1.120796459735372963e+02 9.333255191913178805e+01 9.428120406018348376e+01
1.069009190614908107e+02 9.214968250115866510e+01 9.380657067536300531e+01 9.273696233940468403e+01 9.233161735166741835e+01 9.643205955407550789e+01 9.844140315422852439e+01 9.419245172097078012e+01 8.945324976914760384e+01
1.146297047158222711e+02 8.639680851371591075e+01 9.335062666790749120e+01 9.644934521091822432e+01 1.086095400948307912e+02 9.456684380539776669e+01 1.083785376507719747e+02 1.258908640577535891e+02 1.072863116313702676e+02
1.143695883036672569e+02 8.759880261379834110e+01 9.413076749884859851e+01 9.028273721083193948e+01 9.674477350518179719e+01 8.320416621605077978e+01 9.420029297121268996e+01 8.421554206813549115e+01 1.040532346621363615e+02
9.770569366569812075e+01 9.447590398193804617e+01 9.231731275566249906e+01 9.345466145521524481e+01 1.085137245973582480e+02 9.321122952080357038e+01 9.864689972178146604e+01 1.101055219822870868e+02 8.527841689825018534e+01
1.004551357821882647e+02 9.806039396667128472e+01 9.077102531471904001e+01 9.709188817730715471e+01 9.344705609092233090e+01 8.730616105001075766e+01 1.010154343425013224e+02 1.010829653614063233e+02 1.078280917525528650e+02
1.157567346691787122e+02 9.914019744001114987e+01 8.697705225159495512e+01 1.025728205647134388e+02 1.037676410908575235e+02 9.080681585199593542e+01 1.100193060281436317e+02 9.831011879496884376e+01 8.010441980348713287e+01
1.187202045633642911e+02 1.080753911049675366e+02 9.343125583450122917e+01 9.120196168936672620e+01 1.040227647021799555e+02 8.686880165410558163e+01 9.631916046810476928e+01 1.054001498454103540e+02 9.305122975264549723e+01
1.218190004893982632e+02 9.351256711795809906e+01 9.399726940307139955e+01 9.374357031018557507e+01 1.018534403477197827e+02 1.120564792160461991e+02 1.000599679700651023e+02 1.040879382911267896e+02 9.414382707892316660e+01
