word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	word.concentration.7	word.concentration.8	word.concentration.9	
9.164059869688635729e+00 9.781441384728701394e+00 5.715391074895533663e+00 9.379381554161536627e+00 4.610781024223930658e+00 9.090011700957518315e+00 6.907142140098397221e+00 8.170270902904846366e+00 8.535221567987065328e+00
6.496599657582696530e+00 5.063098138184129127e+00 4.097685496127026816e+00 5.596827024700106179e+00 7.441959688701420106e+00 6.928808592094210184e+00 5.733225519880909893e+00 6.298504935892977663e+00 9.637414512924721066e+00
7.428837258100232432e+00 7.077384397107103098e+00 7.479838934932656613e+00 8.823425888827049590e+00 6.914209156315663130e+00 6.849091384170511887e+00 7.514204910405370086e+00 4.212819627349234430e+00 7.734706485128325149e+00
9.975727787155481252e+00 9.918717240314183670e+00 7.721005423046820582e+00 8.076071266928119385e+00 7.306540403776622838e+00 9.299293661893980101e+00 3.283819088123572261e+00 3.202307576557481994e+00 9.274280320615485351e+00
8.015838680239037117e+00 9.265392294440745857e+00 8.886226727204245890e+00 7.257928802446553362e+00 7.582141251076330413e+00 6.697608925674099822e+00 8.142278004679246450e+00 5.301207272153680705e+00 6.651713133502385134e+00
4.818961325718654543e+00 9.646562966282859364e+00 8.794374898050948630e+00 5.426202528039550721e+00 9.533493146992157108e+00 7.853313551427630657e+00 9.836614612511262123e+00 9.310555137627837041e+00 9.986841604192328248e+00
8.047635407961980292e+00 8.683922952284525820e+00 7.223789284999615035e+00 9.077745625156289577e+00 6.325557617259631726e+00 6.499424267186009629e+00 4.205919645564475395e+00 9.374955520994660674e+00 8.443971767167953502e+00
6.050377227212121234e+00 9.434455746331709136e+00 7.412505572530091236e+00 9.211750138972014668e+00 6.061895335494811299e+00 9.502606268764907327e+00 8.595880564290826698e+00 8.507286065022626076e+00 7.890653073033965015e+00
8.938266929623640777e+00 5.529844790070941762e+00 7.287516509037684997e+00 9.086607094692071840e+00 9.172092923770726713e+00 4.177977874216059817e+00 8.074090744570380451e+00 9.523871789145603728e+00 8.899297710144253415e+00
6.319925249124427324e+00 7.913929665719844131e+00 6.514059787446258021e+00 9.365575623287165641e+00 7.116873086419890804e+00 5.206466928301043851e+00 7.739443537516903504e+00 6.071200023361354781e+00 9.410517275059515185e+00
8.295309144504429355e+00 8.441617127298661316e+00 7.517082803567960880e+00 4.663861814374016035e+00 8.172162477394548930e+00 7.275239792811179385e+00 9.845393339235474883e+00 7.462584812948978907e+00 5.289441886023515949e+00
7.832126753373048977e+00 9.020280931762398424e+00 7.253636587234225885e+00 5.824150166793361727e+00 6.817653797168398810e+00 7.200901963521464388e+00 9.185361632603502358e+00 6.927892985991128683e+00 5.356282289645074357e+00
7.386917096762279478e+00 9.557800197498821149e+00 8.156888169565513991e+00 7.576748610148285046e+00 6.645307224358603548e+00 9.148873803984752584e+00 7.305146615387162257e+00 9.464367284766909805e+00 9.557867996087734852e+00
8.630899409714350767e+00 9.183955421904226313e+00 8.688536607902271669e+00 9.979170511738562510e+00 6.420576377126109513e+00 7.794631553101578625e+00 8.084587338493147257e+00 9.399365692425508456e+00 9.012476226488436382e+00
8.930648616289758479e+00 6.315190892593383509e+00 9.424537264858905417e+00 8.126021461635149379e+00 7.551593188600779882e+00 9.291874363408970439e+00 6.320854748750384111e+00 7.599534965035513068e+00 7.639286105457831155e+00
7.620211451716881967e+00 6.439621428641192580e+00 5.600185959698704252e+00 6.727849606287219508e+00 6.259863235607133092e+00 7.432493422630930269e+00 8.169060803359775136e+00 9.495369576617598284e+00 5.846176738179994281e+00
6.813161583025804546e+00 8.959108454957824819e+00 9.078105595058948651e+00 4.916326439680378968e+00 7.730925639583459130e+00 9.168198184253578020e+00 8.894012484318896128e+00 6.115137075044737358e+00 9.388162648994466508e+00
9.899035277783269748e+00 9.761384155738523916e+00 6.698251744347272663e+00 6.066031576959668214e+00 6.016882878678784685e+00 7.237798797610588863e+00 8.132127567663591350e+00 8.238564243563832434e+00 7.595814881634025184e+00
7.563463108541832902e+00 6.201273036278145412e+00 6.723485785257929059e+00 5.207121218452297029e+00 6.161779164084956406e+00 9.330745044986523240e+00 8.582283703979957323e+00 9.293618114909914851e+00 8.835677367151811623e+00
8.283074389090449685e+00 5.515207574110476685e+00 8.937870526381301417e+00 7.855063067877914307e+00 9.272484500669543550e+00 8.371974699102130657e+00 7.306430273092688665e+00 8.475482996864592167e+00 8.129761790692985102e+00
8.679959507743799207e+00 4.513175809248812342e+00 6.984819449765272026e+00 8.332468909236290244e+00 9.718658576887893474e+00 7.215149118847801191e+00 6.799339673537140527e+00 9.624293998863466371e+00 9.104712461165881621e+00
8.518043306941077475e+00 7.463624324202573490e+00 9.213028014470069138e+00 9.761897426221445073e+00 5.917764982742937718e+00 8.505420208511955238e+00 9.499535935672671627e+00 7.183785915281565515e+00 9.768089218540566776e+00
7.543193340067939623e+00 9.347357666826194844e+00 5.921799671567330670e+00 8.675516773738488396e+00 9.883890338226091643e+00 9.158178411831153554e+00 8.479507612521498316e+00 9.437066902414263936e+00 8.155001004119933228e+00
9.340949179305994221e+00 4.382026543509465633e+00 6.135577806275033019e+00 9.895188170301267405e+00 9.611953552267431533e+00 7.237566296470097527e+00 8.502966260650197228e+00 9.694201091558241501e+00 8.346095904454999825e+00
8.339244563219368800e+00 9.079274017353620607e+00 5.810135203031057571e+00 9.775077582186739278e+00 7.485910004388649952e+00 5.908747067629406935e+00 8.711124420930987711e+00 8.399815687863561919e+00 5.094837404890531829e+00
8.726339858663322957e+00 7.273451668821700800e+00 3.507135509888291480e+00 7.093177187384814175e+00 6.453027955722422604e+00 9.457565014034313933e+00 7.601263558445221946e+00 9.460513955770645467e+00 4.340514129188310477e+00
8.682719184108451671e+00 6.691015948290918836e+00 6.759495631293245488e+00 7.054801725106411681e+00 8.717607693872817975e+00 5.983503956783031263e+00 8.135047217564318700e+00 5.747512441856061471e+00 8.235800139879213333e+00
9.865120551616806566e+00 6.587046423896031122e+00 9.784777078658949634e+00 9.915591226587316953e+00 8.666727003992550138e+00 6.185160711710505410e+00 8.487677736349539259e+00 8.111536310038818698e+00 5.938868873411339955e+00
8.464227909945023498e+00 8.372253137118244481e+00 9.864137028750167957e+00 7.085808982682152646e+00 6.322487065956756247e+00 8.700142290521149846e+00 9.227226665625435587e+00 8.668608003431888420e+00 7.220144512646354151e+00
5.012453252880052723e+00 7.797004943254226994e+00 8.937344279340043940e+00 6.986589294258544136e+00 8.033449743676406740e+00 6.854398866458403461e+00 9.756123793927505616e+00 7.483976159678412898e+00 9.633704298665621835e+00
6.349457785888575678e+00 9.918834348094264897e+00 9.961383244207112853e+00 8.010752128123815652e+00 9.164523064043478939e+00 4.417392444855765987e+00 9.395253928746273075e+00 7.602505871666435766e+00 9.685145520575993316e+00
7.930084342525466568e+00 7.219143638051225054e+00 8.066610206939888172e+00 8.504456170492185052e+00 6.032669982259225350e+00 5.056535413144565005e+00 7.446117671100568103e+00 8.422594711182140870e+00 9.118307605229924562e+00
8.872197655511275372e+00 9.962602497564434501e+00 4.365758598119356293e+00 8.420200752414512380e+00 9.359668637821036086e+00 8.021747143626678067e+00 7.545272531968963747e+00 8.280956506028553932e+00 8.684800679727434414e+00
5.510333313908406971e+00 7.805142962665771122e+00 6.858032799531145862e+00 5.520701897874415565e+00 8.198644309503508865e+00 6.922901378481792989e+00 8.989490834775711647e+00 9.922845298884613641e+00 6.120104644184105602e+00
5.479160004468974776e+00 8.163381845376193269e+00 6.043876594171006644e+00 8.429543686142825010e+00 5.141310109249246807e+00 9.140569682402720275e+00 8.972666769271773646e+00 7.321065411649141375e+00 9.207602424866736968e+00
6.086151353685395726e+00 7.922080005994800445e+00 7.510675695188487211e+00 7.855091596991764291e+00 4.701829664065370729e+00 9.603627004292821567e+00 9.283409455393050180e+00 9.185602837373609830e+00 6.518663795345553957e+00
6.813053576312464443e+00 7.620783890779950553e+00 9.353157916592701682e+00 7.742340378309529925e+00 8.785327938727309771e+00 7.198853198991000291e+00 9.869699258404859066e+00 9.691967182937323955e+00 7.721297686496869872e+00
8.344597042735570014e+00 5.786675515718226137e+00 7.798441600263791074e+00 6.795181391185419528e+00 7.952202009472283173e+00 7.220356823183824879e+00 8.964308950076116389e+00 9.231573913278619870e+00 6.397145429602588251e+00
8.035235134168280169e+00 6.663292003412612630e+00 8.237683737892716351e+00 7.595159790168288794e+00 6.147846817222673010e+00 6.642490045973396207e+00 9.812371272362533148e+00 3.399598422578485657e+00 7.295599090642384432e+00
8.949474420002907493e+00 9.587035393725908961e+00 9.475472434936175858e+00 7.535537469054725435e+00 7.448612999852962879e+00 8.558763791232571805e+00 9.342211408835051856e+00 5.381665296245102148e+00 6.706793529138144194e+00
6.903768606973718747e+00 5.749490375845557999e+00 8.642385451633050053e+00 6.695839876135092794e+00 5.503992028286177174e+00 9.737341439883607563e+00 9.668598396629876746e+00 9.369911565057059022e+00 8.932990217346368667e+00
9.652121246802053633e+00 5.837921397121133005e+00 8.058482350625817858e+00 7.023321216511635434e+00 8.135595649326837986e+00 9.151754034545122707e+00 9.163193580210480249e+00 6.242801051797254530e+00 6.553702277951708233e+00
9.006205226206452252e+00 9.369406655055870559e+00 7.255690541661039994e+00 6.088885621230520684e+00 7.038031250426670660e+00 9.141778241125729565e+00 7.766523573161737914e+00 8.614393136128368766e+00 8.124572030561099112e+00
5.310355725523453252e+00 8.810166721342801210e+00 8.285025833086283598e+00 8.545830791115847092e+00 8.566463537431726394e+00 3.697925297160723712e+00 9.886900603711501034e+00 8.461108380153071096e+00 8.033168540934385149e+00
7.170229171847204874e+00 7.493251346034956129e+00 8.615824198494268060e+00 8.166362830468756329e+00 6.954439197034304243e+00 5.795476461432889970e+00 7.567566940728701397e+00 9.190866364565678737e+00 9.779154715564978062e+00
8.970512810755915112e+00 9.108370118208426902e+00 7.528790425180369894e+00 5.945939400542592068e+00 6.769494173412071270e+00 6.454824398985185674e+00 5.994747944753235913e+00 6.906270001503852285e+00 7.350982505500530451e+00
9.852024428690954849e+00 7.574387632226512679e+00 7.941710928107932332e+00 7.468879880019917650e+00 6.904024159956799522e+00 6.292990814157155555e+00 7.835626295548272502e+00 8.695941573719341733e+00 9.029214755161063977e+00
9.064192316182175801e+00 5.707451284765959976e+00 8.862117220153013619e+00 8.559325741956003597e+00 8.121104421748515989e+00 9.344613283952647009e+00 5.144878674093718018e+00 9.217678287981991403e+00 9.610827422522177699e+00
8.996288801339632712e+00 8.304589015346918401e+00 9.902707211410142207e+00 4.720218449126194926e+00 9.079653153351831207e+00 6.096609255686665563e+00 3.908906726907108276e+00 9.503988372960074926e+00 7.472950553928705553e+00
8.766251516403190891e+00 7.787360817255604140e+00 7.546096299888740866e+00 6.692083129699712529e+00 8.502731600072948481e+00 9.946775124882137220e+00 4.781158886107668593e+00 6.307655277850191311e+00 8.009734971999925790e+00
6.172789648171439936e+00 8.342268434993497905e+00 8.969002539261724749e+00 6.758139964171085978e+00 8.201794993418404900e+00 7.429972024804776254e+00 7.707387247855233881e+00 5.308968197665198119e+00 6.698443312767609292e+00
7.068891792333539925e+00 8.667585929301793612e+00 9.443508442004699077e+00 9.277676658586379688e+00 9.923181541233867975e+00 7.665565124231175531e+00 6.880291307409125423e+00 5.040733278819208962e+00 8.034281472791166223e+00
5.676257660130396232e+00 9.336147025230500773e+00 7.176871141890032391e+00 9.624223241935741413e+00 7.114297298225734423e+00 8.437687389194421073e+00 8.877045575990155868e+00 9.715299444471364509e+00 9.736368918018193597e+00
7.542721528146578258e+00 9.255483263511177228e+00 6.375727086605456506e+00 6.329711864253507514e+00 6.731948991044710340e+00 6.929282285976944067e+00 9.969090109474748829e+00 8.826810791039768844e+00 8.382665791728987514e+00
8.512845982401348266e+00 6.827189476684249136e+00 6.960394194976848858e+00 7.246291650264465645e+00 9.385570818180589470e+00 5.732564409283635420e+00 7.603925584763633339e+00 7.319922583462091126e+00 8.901975184543832853e+00
6.364212156154765765e+00 5.509826847423348717e+00 6.169025514940145172e+00 8.727089476497795317e+00 8.535723657549629806e+00 8.145649369956228014e+00 8.674637979455857462e+00 8.193236950585642830e+00 7.953182447146920353e+00
5.089523806396613281e+00 7.172644120422713598e+00 8.075036929625184712e+00 7.758094085667901041e+00 5.663135999307585600e+00 8.598057419286405434e+00 8.024780593754238467e+00 6.018029682236204714e+00 9.499104915321408882e+00
4.302669252813617007e+00 7.489200003816836038e+00 8.554740569016466623e+00 7.935536274288923053e+00 5.446500092763815637e+00 9.392861950501425028e+00 5.890467826836038867e+00 9.383728186986809661e+00 7.442643714310485770e+00
7.792195340540920334e+00 9.954601668163780559e+00 7.917503194072349260e+00 4.453442791153298330e+00 9.994383201618434853e+00 7.063160800312862087e+00 7.049091477249016080e+00 6.783470151952283977e+00 7.847212739833207884e+00
5.854892964733408256e+00 9.355465405728105921e+00 8.614877930612300005e+00 6.125333125759973463e+00 9.058976827184759273e+00 7.012766054463588361e+00 9.432653976705331900e+00 6.369883709511730885e+00 5.234578875138508280e+00
8.645144997305749257e+00 9.803285835134492032e+00 8.152340804757216119e+00 9.882596594401434231e+00 9.076613411300915146e+00 9.722749698484641101e+00 5.275725583400560303e+00 7.099632704730437283e+00 5.083369105598446680e+00
8.992002599261054385e+00 5.693483244398380272e+00 6.410308685693912878e+00 6.554649317730286029e+00 7.191002369318184151e+00 8.488729242668583197e+00 6.083164756998697520e+00 8.082907829502337549e+00 7.631150420319705141e+00
5.748589451071007161e+00 6.535930782475707801e+00 3.288615517378137731e+00 5.856511003921219150e+00 9.876774307462868663e+00 7.769464869579721267e+00 7.205130173572729113e+00 8.124823286166467540e+00 6.254470526519680718e+00
8.136053281713763852e+00 7.828365503779899370e+00 3.290549980376366257e+00 8.398910682141405459e+00 7.685090712614472963e+00 9.797780894479567237e+00 6.296628683009814154e+00 9.326155372270838129e+00 9.447063991452328224e+00
7.797782377744745475e+00 9.134808310834362288e+00 3.416373031460202547e+00 8.255382065742347564e+00 7.790406240559272888e+00 8.301398086564471868e+00 9.260012747502589292e+00 6.782575856001165526e+00 5.840846412509637098e+00
6.817226308236998378e+00 6.059576099363438217e+00 5.583905794735092520e+00 9.885625823396900103e+00 9.461432353692748265e+00 9.667072632872285354e+00 9.294605316414292773e+00 8.466164109778404168e+00 8.170252048900891850e+00
7.925037265402647080e+00 6.263435818567696600e+00 9.622830820529339135e+00 9.374267559163708796e+00 9.063798890377485762e+00 9.599087166844164187e+00 9.381227802852736275e+00 6.784130068670533475e+00 7.895294238519752206e+00
4.963347347854253577e+00 5.913743181506442959e+00 6.654614657464158256e+00 9.334315937195201585e+00 8.702896048291925979e+00 7.474926409264808669e+00 8.804866406147402458e+00 9.851663549021786537e+00 9.732507745447868786e+00
5.947901678263831649e+00 9.786561778102905507e+00 5.550133288570500589e+00 7.677673402278389680e+00 5.201607101615723039e+00 8.408396577441820341e+00 6.916219535628748361e+00 8.849599398799592009e+00 6.075110915530206768e+00
7.776061745949000681e+00 9.062674732528176236e+00 8.405586439646430819e+00 9.723230877166111341e+00 8.096687420227260290e+00 7.531665345617582830e+00 4.722146105770974600e+00 8.710383649111449245e+00 6.184453413315285530e+00
9.686113007545706921e+00 9.266848664704584237e+00 9.910831634616668495e+00 6.264987075205819878e+00 5.353891435586865200e+00 6.371521788669224584e+00 7.427042269926557694e+00 8.808604085984867993e+00 9.905819782005563567e+00
7.866299201764687332e+00 9.949077306089318284e+00 8.333464806336284170e+00 7.642945699092178913e+00 8.378698279853448838e+00 6.571398914333352437e+00 5.785143920015332064e+00 9.032557959940524128e+00 9.849584867412353617e+00
9.197527033752317394e+00 9.584913286122079157e+00 5.974793133486067553e+00 8.550780897422374238e+00 7.869028908203588912e+00 8.409040626795160733e+00 7.488175572586333928e+00 7.697391441403057755e+00 8.651812975988642407e+00
8.020668481645081727e+00 7.562416281036537846e+00 7.581752574005804490e+00 9.751573799566450873e+00 8.803130782609626337e+00 7.727655756744271187e+00 5.815429268535870833e+00 9.809799252157038296e+00 6.678380357798362255e+00
8.371060957855684492e+00 5.826588604338721389e+00 7.757415728304422942e+00 6.945615215235465101e+00 6.115057026937835261e+00 8.338751519854383787e+00 8.053803905651074402e+00 8.464328407427077039e+00 8.778233258054294552e+00
5.317372127392316017e+00 9.813513910156153486e+00 6.171924870947792741e+00 7.272206654506010004e+00 5.960974434740954564e+00 7.079815866834075599e+00 8.734645606878654434e+00 5.754550476224322253e+00 6.947696469522122165e+00
7.689075016450104272e+00 7.369657245735456108e+00 6.150916043900329200e+00 8.626605012375101467e+00 8.902658025910547224e+00 7.659357871016645447e+00 6.908434583343860069e+00 4.751502197143215867e+00 8.062972153832484778e+00
7.752799177958878296e+00 5.907849248124896313e+00 8.661177795538195667e+00 6.162885576059852433e+00 9.513866971128228656e+00 6.587706786895415334e+00 6.339160078692382072e+00 9.699217672419232272e+00 6.694108166299010065e+00
8.932064621362304280e+00 7.863943328041291814e+00 3.794959111928526418e+00 7.294344303126349516e+00 4.791222588515348768e+00 9.227614388042589155e+00 7.613774478851563998e+00 9.427471313825678934e+00 9.193467170397362054e+00
8.878413133471880769e+00 9.309418978634731445e+00 3.983002906331447601e+00 6.549987694134815186e+00 8.681818887720215372e+00 8.821907990386295140e+00 7.697335982630618467e+00 9.537949563144735521e+00 8.435861373932883822e+00
7.840071991635419124e+00 8.578044311143921519e+00 7.708591535197758304e+00 8.649352061271578407e+00 9.069543539755756001e+00 8.078582371918077598e+00 6.075004360937726666e+00 5.878856800410875216e+00 9.987691828056538768e+00
7.705021858800765955e+00 7.697403909209438844e+00 6.765915919596371175e+00 8.813114378942950466e+00 9.523498949578577566e+00 4.830257120307838825e+00 7.723762024195323761e+00 6.595739020460352542e+00 7.808992459172992895e+00
7.648487599469887321e+00 8.235722195856999051e+00 8.169092178077329791e+00 6.518540916206873703e+00 9.778743893750474925e+00 5.575373995523598580e+00 8.555622907793523524e+00 6.555846759292375481e+00 7.709768444890036321e+00
6.963490763591983601e+00 4.267650559960559420e+00 8.576214185412162294e+00 6.590088087127927707e+00 6.880324959984853272e+00 9.996305963017299234e+00 8.999602735168965140e+00 9.972992834093979297e+00 5.600167085025588243e+00
4.795395997343613104e+00 8.921449777233180001e+00 8.319259356809077133e+00 9.590039751202766638e+00 8.249691476537211798e+00 7.585234700638319616e+00 9.434392555389861101e+00 9.817872205090953486e+00 4.963303714633653385e+00
6.282382958008494889e+00 7.395834709630331183e+00 9.642852942309650288e+00 9.483678531324061467e+00 7.425609260931807398e+00 7.429184866535671006e+00 9.483396953801186413e+00 7.327246823060170833e+00 7.781237781854617452e+00
8.795609604633332523e+00 6.827314542807220832e+00 9.330548285179149914e+00 9.412756519253424159e+00 9.657251508627577863e+00 5.443205685396979021e+00 9.520428854381009387e+00 8.136788214665280350e+00 9.316066192887062059e+00
8.634424708457977715e+00 8.836367917928392046e+00 6.381004855880232363e+00 6.706395243471274803e+00 8.937899074078405448e+00 4.692928466914504604e+00 7.868732446877667819e+00 8.962094095811703909e+00 8.522866652904086848e+00
8.813891508094748417e+00 9.017667434759765399e+00 6.741853905045038786e+00 7.484386351278892846e+00 9.341369190438644665e+00 9.838180386690032364e+00 4.173431391767745247e+00 8.974561190021313806e+00 9.324799711548838133e+00
6.895659730796102060e+00 9.055060301086253816e+00 7.521926658989919190e+00 8.581400360802108551e+00 9.346797281187892992e+00 8.575815975487149245e+00 5.528381509819157991e+00 9.406017419803482937e+00 7.128641006435293193e+00
9.705453482868209747e+00 9.364276809301326665e+00 8.474821003911575445e+00 7.383066675978685822e+00 7.677152866569981526e+00 8.071663647455084245e+00 4.419608367552831929e+00 7.778700710506083027e+00 6.977702886649652214e+00
8.931329653283452075e+00 8.653836368725517758e+00 8.020569994118043056e+00 7.295291461807512867e+00 9.278717399640918018e+00 9.684006570480775622e+00 7.859701548526727422e+00 8.908758864704211078e+00 6.138699843118605060e+00
5.701472441910545363e+00 8.222222184164577286e+00 5.946965480095944834e+00 8.116588625679861835e+00 9.298580852092374727e+00 8.700734623994403449e+00 7.682871794166789670e+00 8.490754314941458603e+00 7.461429104507901755e+00
5.951168795428076308e+00 9.584276030588871009e+00 5.240198186184328755e+00 7.208753897657299348e+00 4.183926753600301751e+00 7.187656881235503725e+00 9.960490758774856346e+00 6.824061147993363718e+00 5.658376952870738386e+00
7.347517261289272739e+00 7.821685069038007754e+00 6.527724635299101408e+00 8.811662139802281857e+00 8.006243425591236473e+00 9.013700898744755108e+00 8.186425814343817109e+00 8.015029694064173427e+00 9.319190372388343135e+00
9.862337593361285570e+00 9.366846953193547876e+00 8.599226324264458654e+00 5.261261665967166934e+00 5.662862289542198724e+00 7.524326660713059667e+00 6.403487234035198483e+00 7.897007934943944818e+00 8.236522582035480156e+00
6.581275398839652624e+00 8.715044464760186571e+00 7.069293840590090028e+00 8.649276915906998653e+00 3.727426511353245875e+00 8.380263721306288716e+00 2.939455698724477539e+00 5.810334534090225489e+00 9.011491905052800178e+00
9.452829111603096024e+00 6.018319784922691262e+00 6.669744874810106694e+00 8.891883437083722086e+00 4.919940442223021293e+00 8.652890148872508291e+00 5.451683808375657136e+00 7.083467135116972457e+00 7.807104603406580523e+00
7.131207196477932442e+00 5.530869057426533786e+00 8.802616894556535954e+00 9.523977487235177009e+00 6.538183241067673457e+00 6.448666172687683940e+00 6.997872758090805334e+00 7.486081458517991116e+00 7.904257847930885816e+00
8.950869484526336350e+00 7.496429283541443667e+00 5.993787862869269567e+00 6.561435181677297557e+00 6.668213040273161418e+00 6.229708867074235989e+00 9.173895882742064245e+00 6.247343667947947488e+00 8.634637570536559892e+00
7.898914007015464200e+00 7.576593049760529830e+00 5.709423683586885012e+00 9.752217590426447202e+00 9.895082481633338034e+00 4.602459996860857494e+00 8.257213375957473289e+00 9.680719607534211235e+00 9.044437512335569807e+00
9.158524109157079707e+00 7.521065488272292043e+00 6.334782825897045555e+00 8.087179364445532315e+00 6.019194104878243579e+00 9.852463757566960467e+00 8.916066825341834701e+00 8.804998569628839533e+00 7.639167214059716216e+00
9.482101898100109949e+00 6.592933028492425684e+00 9.424056450384544092e+00 9.965241439191881767e+00 6.935936666569211262e+00 7.716613354419147086e+00 7.998217643340590932e+00 8.054993335511701602e+00 9.815231902590355162e+00
9.479820120592329147e+00 6.131833867606230726e+00 9.677746502654285266e+00 8.003420039269048658e+00 6.519225411800010583e+00 8.317754696753612009e+00 9.630860025685592518e+00 8.062432365909566911e+00 6.603583128802309687e+00
9.078163365011864272e+00 8.600106672287177290e+00 7.049868901160801116e+00 6.508434129444042426e+00 8.088678007408111270e+00 8.000683092144976527e+00 9.548174386390034130e+00 8.314519473053891829e+00 6.692398779913180107e+00
8.567798994631289133e+00 9.495106665826059000e+00 7.713945018262418074e+00 8.634914429712138073e+00 5.740823241795742327e+00 7.423740832448918248e+00 7.350851859129200250e+00 8.303982469545021061e+00 9.981596101421716938e+00
8.147683510533488160e+00 9.955564363686359997e+00 8.885876571672490343e+00 9.023520060931529585e+00 6.885561784084851311e+00 8.032228386025538569e+00 8.728091449408690750e+00 8.901107234122248357e+00 7.505665628010055990e+00
7.655510215019202036e+00 8.914274448271292783e+00 8.776114791091544021e+00 8.324646350757827662e+00 9.862180570192222717e+00 9.327725251321385969e+00 6.644664001605997683e+00 6.939699435690789286e+00 6.767595426933377567e+00
6.777119810972124014e+00 6.510312819703735876e+00 9.878934820160381491e+00 8.005472305173991998e+00 7.782299709743400129e+00 8.510564194540371830e+00 8.015536803352244277e+00 7.448365102800186932e+00 4.529963074680671831e+00
7.474653879466231388e+00 8.285739239941761980e+00 8.623968365327758789e+00 7.504923767598413065e+00 6.281723898996705913e+00 6.384905313890160805e+00 9.539570044999582166e+00 8.495817220614062748e+00 6.199118338954792584e+00
8.997754429102867491e+00 9.168419232984891920e+00 7.425656532236009966e+00 8.965140876575738105e+00 9.426308366264727567e+00 9.716043027140795374e+00 8.727378162305118536e+00 9.081492149589594831e+00 5.400685175797861781e+00
9.929222887703041067e+00 4.175072238046546147e+00 9.902207213116019702e+00 7.458401743000288242e+00 9.419966223012743001e+00 9.293393358475213972e+00 6.463581858690589321e+00 9.664332963961136613e+00 6.747404657284668872e+00
6.638878547144160258e+00 6.795172287410809808e+00 9.337283555342606789e+00 6.954670449575710123e+00 6.156934737701273974e+00 8.960335495974456776e+00 8.903028704996362563e+00 7.207896098651073835e+00 6.760592826945207356e+00
5.960519792793749438e+00 9.252479997260964595e+00 4.009808058279142884e+00 9.053999367037880219e+00 5.552595926316340247e+00 8.408671652865875146e+00 9.080631899887801950e+00 6.423925613587854855e+00 6.692068746362806131e+00
6.907409442266520649e+00 9.010991932478184196e+00 5.948772431003957806e+00 7.553292450565646021e+00 5.751154088499441208e+00 8.363969972386945173e+00 8.900777164388667728e+00 6.500775189891313310e+00 8.202428859496905034e+00
8.793711452984505073e+00 8.513125145582623787e+00 6.245589610098358335e+00 7.751999856618217777e+00 6.135298378057883362e+00 6.304359712841293373e+00 9.565560689447561771e+00 9.356372780002299550e+00 9.394581439074411122e+00
9.007893040201434331e+00 8.692380010974218862e+00 8.904051874588738258e+00 8.335276509280603818e+00 9.707875923687840469e+00 6.642698267616895080e+00 8.752257852353377388e+00 5.468155318554710931e+00 7.904843203056471701e+00
8.500424187744746618e+00 5.790720499465251692e+00 8.529820491633852697e+00 8.547583508995758805e+00 8.936111537440172725e+00 9.815694635224321729e+00 9.231375888371742278e+00 7.816786588189047258e+00 9.511122242778236924e+00
9.779903638436657332e+00 6.233556484571930234e+00 9.016928324936419159e+00 8.506620986907666548e+00 9.172195087719982709e+00 7.150885569289543220e+00 8.151376003563710171e+00 8.396450601479990894e+00 8.742468332897463057e+00
8.264811151632395436e+00 8.302159250535277479e+00 7.665863307801639159e+00 9.612623801509467825e+00 7.295494146488247011e+00 7.916129564085066406e+00 9.806915968330049083e+00 5.189580882487682345e+00 9.792386452076653924e+00
7.676821749700964759e+00 6.008028362693589308e+00 6.674241149086430624e+00 7.440144733901838059e+00 9.151997192325040942e+00 8.949619212324575912e+00 6.368601285667319090e+00 5.077575994860158204e+00 9.273739588014020541e+00
7.833498812396103794e+00 5.787324887844119026e+00 7.645183594961643792e+00 9.048745703249270633e+00 9.853032126685025816e+00 4.275302815406504919e+00 6.840706565309460530e+00 9.947167988182446408e+00 8.739597603757225386e+00
9.441939371196006903e+00 5.374025073911655070e+00 6.576225151052815576e+00 8.654519097770041469e+00 9.883422890743448264e+00 6.420480298210585524e+00 8.748920273869970288e+00 6.302217274428842053e+00 8.005351132114332913e+00
6.234892754758796229e+00 5.985625187529569402e+00 6.630316330211003084e+00 8.726967090315586262e+00 8.437484168844132881e+00 9.842158063826856207e+00 6.867516744717358179e+00 7.415766947558148026e+00 6.689580958806550015e+00
5.638486134303750674e+00 9.197443265421124892e+00 8.435064886866152634e+00 9.636567463294142044e+00 8.736943723456292332e+00 8.790693778398200209e+00 6.655132645863842455e+00 5.304974862774817446e+00 6.770696384604651286e+00
8.709988587599942989e+00 7.356447929234539274e+00 8.707550543353489658e+00 7.864352015331491863e+00 7.211815148952076981e+00 4.838522123503257610e+00 6.056189765572632666e+00 3.381756726924773915e+00 4.174553526879769549e+00
7.263218434984826999e+00 9.579273255165521306e+00 5.199861770136456229e+00 9.423385123438990263e+00 8.088119165133388577e+00 8.641671952176647409e+00 7.410808651769598576e+00 5.655893126031534379e+00 5.476452453977962875e+00
6.427524692689457808e+00 9.261080607181606084e+00 6.522237474689916326e+00 7.374364988988858727e+00 9.196106388253015851e+00 7.242299818089993124e+00 7.398374531995616010e+00 9.096434867597157137e+00 8.531441710603477446e+00
