influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.1.7		influence.1.8		influence.1.9		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.2.7		influence.2.8		influence.2.9		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.3.7		influence.3.8		influence.3.9		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.4.7		influence.4.8		influence.4.9		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.5.7		influence.5.8		influence.5.9		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		influence.6.7		influence.6.8		influence.6.9		influence.7.1		influence.7.2		influence.7.3		influence.7.4		influence.7.5		influence.7.6		influence.7.7		influence.7.8		influence.7.9		influence.8.1		influence.8.2		influence.8.3		influence.8.4		influence.8.5		influence.8.6		influence.8.7		influence.8.8		influence.8.9		influence.9.1		influence.9.2		influence.9.3		influence.9.4		influence.9.5		influence.9.6		influence.9.7		influence.9.8		influence.9.9		
0.000000000000000000e+00 7.713657320368899617e-01 3.669782220418870699e-09 8.125612008108421859e-04 1.376749433492739261e+00 1.222367001663807323e-01 7.440847343302929703e-04 2.552968766004694214e-04 3.500161084430956488e-13 5.679668467009098406e-05 0.000000000000000000e+00 1.541675821824806735e-05 1.190637738054712161e-06 3.304007840868304251e-08 2.359938506266798242e-02 4.575501769494852433e-01 4.592952211210844793e-03 1.201087401387700426e+00 7.112559929326551789e-01 3.741863521105092315e-09 0.000000000000000000e+00 5.271758105245077627e-09 2.105669639442854192e-08 2.530594004490391638e-02 3.284666459967724439e-01 4.694025332217766078e-02 5.512303167600539844e+00 4.185697510540486213e-05 5.147300009966125417e-04 1.491002074329273579e-06 0.000000000000000000e+00 3.727164563307054909e-06 7.477785631451288434e-07 3.741325331864335524e-02 6.520337229268423546e-05 1.722308700481651777e-12 2.220020754478255198e-02 1.813290937500425005e-10 8.194459509521877618e-05 5.499765229657630483e-01 0.000000000000000000e+00 7.473464655492905173e+00 2.464225100556955553e-05 4.822910822893126315e-13 2.874828944622151092e-02 3.564155561588846499e-01 1.539513446191987735e-14 5.529492204262412324e-04 1.442800463812814009e-02 2.036870131991508498e-06 0.000000000000000000e+00 1.598908308795325750e+00 3.862480487729231437e-07 1.053556724538235567e+00 1.796648515281730474e-02 4.079285098659759079e+00 5.444616370099838142e-03 2.442598582993654797e-04 9.993408067122188783e-08 4.482038877495132692e-04 0.000000000000000000e+00 2.245749918364244631e-09 7.342335158823484198e-01 4.312763541325951300e-01 1.681797732418555569e+00 2.803467197937006272e+00 6.457983936626991054e-19 5.452121342846241170e+00 1.744700352220247136e-02 5.684634987723183208e+00 0.000000000000000000e+00 4.117006360158154132e-02 5.681861637625159125e-03 3.513941412869401870e-01 4.337096646239070874e-01 3.502644706517888968e-05 6.874366884257732385e-04 9.045342662883942040e-14 5.295114320776384886e+00 1.206644540128114099e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.775618255834503723e+00 1.253583179124556033e-08 4.438587098368986157e-04 5.590580270671426710e+00 1.669167792161859731e-01 4.738528392766671281e-04 2.158368232989708391e-04 5.115019067135498961e-13 7.892353817836592945e-06 0.000000000000000000e+00 1.759087114401086991e-05 1.305719776981609672e-05 3.362803718218004843e-08 2.286851348753249011e-02 4.146758329368587792e-01 1.108118365422151343e-02 5.054197290627776340e+00 2.534684462034122010e+00 1.968385916447639033e-09 0.000000000000000000e+00 1.101649495709104116e-08 7.227926031456427012e-10 7.443509570278163297e-03 1.504772451991826521e-01 2.545345127579815570e-01 4.546713737879455763e+00 3.139938653123546073e-05 4.120901924753631149e-04 4.525513024528434250e-07 0.000000000000000000e+00 2.807852846824118364e-07 9.623154075216017959e-07 2.540385772718254873e-02 4.519368819008713720e-05 2.734878707533551682e-12 5.630326365710673284e-03 3.319559716750080636e-10 6.695010044120778799e-05 1.453386185232520278e-01 0.000000000000000000e+00 6.796081456618146888e+00 8.475629392770327872e-06 3.075464230406380811e-13 1.516558542879907767e-01 1.370061747935678031e+00 3.614677776389458779e-15 8.119629292926280406e-04 2.472611940373762793e-02 7.168050000830589841e-07 0.000000000000000000e+00 3.225348623500279843e-01 8.714393364431497233e-06 1.075918992780664940e+00 5.073427833244146395e-02 7.397082405338617050e+00 4.704622129872000624e-03 1.320710524654666179e-03 8.742107449824568031e-08 2.929632693326768007e-04 0.000000000000000000e+00 2.099412417461545983e-09 7.449739589599781997e-01 7.278004600052954132e-01 1.276442952140924847e+00 7.940552739266691695e+00 1.966981243685165292e-18 4.793692635673845182e+00 2.727308273310172920e-02 4.455840112159634714e+00 0.000000000000000000e+00 2.847286282447041364e-02 4.164354430350751257e-01 3.498081189015343484e-01 4.199338258985454431e-01 1.420239224095805311e-06 6.652854963581461513e-05 9.409784101568480310e-14 6.073928590241087555e+00 5.436622298902982989e-04 0.000000000000000000e+00
0.000000000000000000e+00 9.868535346660408436e+00 4.579447132433747110e-09 5.569076927594659348e-04 7.365656508198338059e+00 1.902042640617324365e-01 7.989247314700363527e-04 3.932942084527029942e-04 6.058006359776467517e-13 2.239954388799192563e-05 0.000000000000000000e+00 4.691656168159654761e-05 6.020231264379300813e-06 3.024950921083120743e-08 1.447044887315474329e-02 1.344977822860801975e-01 5.638367916634305817e-03 3.505385900042282898e+00 1.258721291514744323e+00 1.473042080215034982e-09 0.000000000000000000e+00 1.869121525939382621e-09 1.699199589478362658e-09 5.210496513292645591e-03 2.324536583192130801e-01 4.734231906661531264e-01 3.609856442831744339e+00 1.296901855679717386e-05 9.366351547516194032e-04 1.096877803974507684e-06 0.000000000000000000e+00 3.230334757330098473e-06 4.646400200482426324e-07 7.083225119263744998e-03 4.196112739680102430e-04 1.194384770326113829e-12 7.827440001738950742e-03 3.136387695471526483e-10 4.360002164200795161e-05 1.840077616250156423e-01 0.000000000000000000e+00 2.823943495754947186e+00 8.963907750841058195e-06 3.217537136373675258e-13 1.682316832215024205e-01 1.009733233188097712e+00 1.074206375969521508e-14 9.082971322010800199e-04 3.278543709970253850e-02 1.199873503095198098e-06 0.000000000000000000e+00 3.732491302759358698e-01 5.540253547061020807e-03 1.082831321187430973e+00 2.604178361881021031e-02 6.495294769351133368e+00 7.536378806177299050e-02 7.556203156084462247e-03 5.896005150304737052e-07 3.052313803484123060e-03 0.000000000000000000e+00 2.893910324394422406e-09 8.417087612274382069e-01 9.038428834209432106e-01 6.941735712810258585e-01 5.626134935693704264e+00 3.071926555644063062e-18 2.984794263323844898e+00 1.383271079989832897e-01 4.324415220646475433e+00 0.000000000000000000e+00 9.224110233513145227e-03 8.060093057188654209e-01 4.160167055301272621e-01 1.006197943781228232e-01 1.090854163595945135e-06 2.049534197842410740e-05 4.073352806722241986e-13 2.128277990700321087e+00 3.290732289385877880e-03 0.000000000000000000e+00
0.000000000000000000e+00 7.940689237157579683e+00 2.353773358203422756e-09 5.817254087837762022e-04 3.855701175165506811e+00 4.304020762162617530e-01 5.178926154757926672e-04 2.602815418398004687e-04 1.323101298987894669e-12 3.396772993557017336e-05 0.000000000000000000e+00 4.658147475287181480e-05 3.419808468894457868e-07 3.120589166276098580e-08 1.043735003252946845e-02 9.244694986122341251e-02 4.844088778389325951e-03 5.364499029964506782e+00 2.022281521122396786e+00 1.616802900551273211e-09 0.000000000000000000e+00 3.336513148201170875e-08 2.404990049426450748e-09 6.985006441671316041e-03 4.481733116602478612e-02 5.774414686539786762e-02 1.425637606549376990e+00 4.248090153448188041e-05 3.111960013390121464e-03 5.770689785930606698e-07 0.000000000000000000e+00 3.659202421448396204e-06 5.867344503006180903e-07 5.972004725256861019e-03 7.710637830320757032e-04 4.892671719036006557e-12 9.682113743596797205e-04 1.424161013020906531e-10 2.475673443717277858e-05 1.040899888210484597e-01 0.000000000000000000e+00 2.555239582836337231e+00 5.086174861268083085e-05 5.787456294681269802e-13 6.427872617543906042e-02 4.532659536740163420e-01 1.419600147179055260e-14 2.311330391721255761e-02 2.449122510631306093e-02 5.022326080003678792e-07 0.000000000000000000e+00 3.085390818512696517e-02 7.819715815362357492e-02 6.004973534242250111e+00 9.341386896858286382e-02 8.696365129215248402e+00 4.487639483132897789e-02 7.203835505140045690e-03 1.226020607149321251e-05 3.404536120097498460e-03 0.000000000000000000e+00 5.447825487054926996e-09 1.887817291333119707e+00 1.451059950058506853e+00 9.683652245913182410e-01 5.206133915651132149e+00 4.413407382146942685e-18 3.501552265614737092e+00 5.697351517535563792e-01 2.937725087745957087e+00 0.000000000000000000e+00 9.646883138228755025e-03 1.184040396679000740e+00 3.133911374020478036e+00 2.971106559752774087e-02 2.260010714643057747e-07 8.608114070774877823e-06 3.894519417928478907e-13 5.641561728974626710e-01 1.811538071757335224e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.704507763575133339e+00 3.144250948335961244e-09 8.139604256472727107e-04 2.960993330619780206e+00 2.553050668210355423e-01 1.164334020500575273e-04 8.590402517409712101e-04 5.004980842614454925e-12 1.288342475033696703e-05 0.000000000000000000e+00 5.120494482045580926e-04 3.604559558831191224e-07 2.009732390229130378e-08 2.594841144597504184e-03 4.145513303029282781e+00 8.600270964135018487e-03 5.437436353242578235e+00 4.511772481586929118e+00 2.296225177647375010e-10 0.000000000000000000e+00 7.689901482902754514e-08 1.264293432095283235e-08 1.846673746817602832e-03 4.067549859792524668e-03 2.123425094330431695e-01 7.863169637075385632e-01 3.930393255579336275e-05 1.892738049659173404e-03 1.362787082135004391e-06 0.000000000000000000e+00 8.725142179092542074e-06 3.055416408537552538e-07 1.880277122475028720e-02 9.207157596797823067e-04 3.668717515792185624e-12 6.157383235132199081e-03 1.381140612078972035e-10 2.385493682645663593e-05 5.181190702682536564e-01 0.000000000000000000e+00 1.250874178455344321e+00 8.400066658411855600e-06 3.172973339087614926e-13 6.961397531789557946e-02 3.546727860368605878e-01 5.861352906858578329e-15 6.032554396974794918e-03 1.908607237965549430e-01 1.712778191363429615e-07 0.000000000000000000e+00 1.454213052309519770e-02 1.448826565036409955e-02 5.917429895558135478e+00 1.099257768408190838e-01 7.046194405931843541e+00 1.081276599342538003e-01 6.311321485078466055e-03 1.044678069008553241e-04 3.514108537268067220e-04 0.000000000000000000e+00 1.361270426122831430e-09 1.159646372424008448e-01 3.692890487802157340e-01 1.424422545153018194e-01 2.470852199916664826e+00 1.198363358991525782e-17 8.622865643335725139e+00 6.007325305627422285e-01 7.894900020534882046e+00 0.000000000000000000e+00 3.729222731674657065e-02 1.635748272702318040e+00 2.716096135522957589e+00 2.474053521970334679e-02 1.767742577439763257e-07 2.524963215203100331e-05 1.930857026895043332e-12 9.158454942333926763e-01 1.371563133585236094e-03 0.000000000000000000e+00
0.000000000000000000e+00 7.668534062490542702e+00 7.567772057143011937e-09 2.053112417459406077e-04 3.039265979298659381e+00 1.053394609240538293e-01 2.976110261475689535e-04 4.980528626462477938e-03 1.749886528150964395e-10 1.207489131129088523e-05 0.000000000000000000e+00 5.142284714343744317e-04 3.963702237661091234e-07 5.483352309408912455e-08 1.739789651255076175e-03 3.845951620847876118e+00 2.499540858790844436e-02 7.816661982703447364e+00 6.253306102175658410e+00 8.959017913948498616e-09 0.000000000000000000e+00 9.061112976893937616e-07 1.090575052041953416e-08 6.801442745112071808e-01 5.485565565257778491e-03 3.593428006604616753e-02 8.893255523707764842e-01 9.817807081494430246e-05 3.012788445815104202e-03 1.028091606523922693e-06 0.000000000000000000e+00 4.008769289888269513e-07 1.475438464999196774e-06 1.077907444430196982e-02 2.189184123603855284e-03 1.901854632108369186e-12 1.554112089567643261e-02 3.179268796024634758e-10 1.284816932574459752e-05 7.692011221248561403e-01 0.000000000000000000e+00 3.111561037568071897e-01 1.900357496716563896e-05 2.981136311484469746e-13 3.968689350108637465e-03 4.399931987064804040e-01 4.914413462754983397e-15 3.730202646105155225e-03 3.355277163049942835e-01 2.052524209870840800e-07 0.000000000000000000e+00 2.178061050950849328e-02 1.078638890943769829e-01 3.010257870213715048e+00 2.472830000473587864e-01 8.425710469117865031e+00 1.263589894654379986e-01 1.192350373905322510e-02 1.815309271865718011e-04 7.723685687860159556e-04 0.000000000000000000e+00 9.357428960126939485e-10 2.917438742918174177e-01 4.558211907824126774e-01 1.710496365342332459e-01 5.111473865901373870e+00 2.718242576252236071e-18 3.329725698129019307e+00 9.939039391821559155e-01 1.144538090666955554e+00 0.000000000000000000e+00 1.420313397253811054e-02 4.006569202675449581e+00 2.447743750680877461e+00 1.383937282610484508e-02 3.412177888401498951e-08 3.891504064204481984e-05 8.851258642327827540e-13 1.956424012780733523e+00 3.119703263903878931e-03 0.000000000000000000e+00
0.000000000000000000e+00 6.606737657931666341e+00 2.371100003440823412e-09 1.600872917317699268e-04 4.729394120612946673e-02 1.642902274828270670e-01 9.358805927358941309e-06 1.397295396495227757e-02 9.729812317408009360e-11 4.857335777619363763e-06 0.000000000000000000e+00 3.841453402074282170e-04 3.466300809102253638e-07 3.022616021982819385e-07 1.969624561820164724e-02 3.582360595119431945e+00 4.232382151136310743e-03 6.512199306515935149e+00 5.948821297047844681e+00 1.015909612807486340e-08 0.000000000000000000e+00 6.952434653203358367e-07 1.550621358090447462e-08 6.144485464584296119e-01 4.234661349878930323e-03 1.481701076105416438e-02 3.047488074988631279e-01 4.337062713323498422e-05 5.359531327318893187e-04 3.065640836359033691e-07 0.000000000000000000e+00 1.330373205711583909e-07 5.036312498402519142e-07 1.471149224859802157e-03 2.647811590406968021e-04 4.161447831443151241e-11 1.917083706574292459e-02 1.340822976555469762e-09 8.832433263542891140e-07 1.247865402705217841e+00 0.000000000000000000e+00 9.627961119204797580e-01 2.124162731055403600e-05 3.357477227368796940e-13 3.387590097522631249e-03 8.667586571024202824e-01 2.268768579802865478e-14 2.624702484814373134e-03 2.440818202294050276e-01 1.351414795173514678e-07 0.000000000000000000e+00 2.460582811075586254e-02 8.276134001553539510e-02 7.000441880683268892e+00 1.391760829845724579e-01 5.416494269686358720e+00 2.917406587784618366e-01 8.546978813766425336e-04 4.181242596859593920e-05 7.283987928473345530e-04 0.000000000000000000e+00 1.246592169255227962e-10 2.281984757432977962e-01 6.507394698062634042e-01 2.194049388029703507e-01 8.441678119734616459e+00 1.659175368641980518e-17 3.251710027712267248e+00 1.672445605506290012e-01 2.165671066135651246e-01 0.000000000000000000e+00 5.664866483974834166e-02 7.316538193079871633e+00 3.826723209748314147e+00 4.719199265630794581e-03 1.313515541002678368e-08 4.192777725404966933e-05 9.130259821507646496e-13 1.583350741972395781e+00 3.227843116695391945e-04 0.000000000000000000e+00
0.000000000000000000e+00 5.205761177423950059e+00 2.138042802042314572e-09 1.222264222231552746e-04 2.442436651234285508e-02 3.753778519967360811e-02 1.207182890895233314e-05 1.148128087144480169e-02 6.012365293793708162e-11 4.829942266731403551e-06 0.000000000000000000e+00 6.658153539969390424e-05 1.187938321751007872e-06 3.906890433869355517e-08 4.992349111391992250e-02 2.022947562490972295e+00 4.537484390871374118e-02 5.073889769770697278e+00 6.374689286743059569e+00 2.569993529049523508e-09 0.000000000000000000e+00 2.564169831321225691e-06 1.206805919133077159e-08 1.210235536134333989e+00 4.803193814998767130e-04 2.431729829699979736e-02 5.764430525707988640e-01 8.087497176956832295e-05 2.086562890391211041e-04 3.601234412896739519e-07 0.000000000000000000e+00 7.987987346928419741e-07 5.327896994917717163e-06 1.151771673268322171e-03 1.291046085790226552e-04 2.264362137797571721e-11 2.690581205383482666e-01 2.812753528134403771e-09 5.833123954375161871e-07 2.018028980909543968e+00 0.000000000000000000e+00 1.161545851591304634e+00 3.811517335072094769e-05 4.943689328238464529e-13 8.850873024457736604e-03 3.092462758553884417e+00 2.139274007276451235e-15 4.051482820606526480e-02 5.586659125156093753e-01 3.388779756142003594e-07 0.000000000000000000e+00 2.539306711176240669e-02 6.030354649524689165e-02 4.503657324449342525e+00 6.477727159958106551e-01 1.224757954295059292e+00 5.197117079448072552e-01 3.792224346869432013e-04 6.616206227249413208e-03 6.678266209494986873e-04 0.000000000000000000e+00 2.567081043677467246e-11 6.120539685157744270e-01 1.160911458882013303e+00 5.129395261381486382e-01 2.533732904522028484e+00 1.153289179189387981e-16 1.098820996818706819e+00 2.532048420172182679e-01 5.137008894803819503e-01 0.000000000000000000e+00 1.697240458322148149e-01 6.867396128834329261e+00 2.861823944216055793e+00 1.227921147147880213e-02 1.759450370204474615e-08 1.218013877529388678e-06 8.481840593818872959e-14 9.349448409100429291e-01 2.655048164302581219e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.419650627977546264e+00 2.617533100438612430e-09 1.481808971882557979e-04 1.517690190982780817e-02 6.001057404754588098e-02 8.248096505304127379e-06 1.942566947794353502e-02 1.153132839570497932e-10 7.038446485494979147e-07 0.000000000000000000e+00 2.643306514725598838e-04 4.038760352194677760e-07 2.074929238655483091e-08 1.171411648343764877e+00 7.432676704121956135e+00 4.278282405779187947e-02 1.328340794873982267e+00 9.922462909254037289e-01 1.607847907790112993e-10 0.000000000000000000e+00 3.036182230992804310e-06 5.052390334829830198e-08 1.199770981675337245e+00 8.912350074251900074e-04 5.259998784770187480e-02 5.725638183259660341e-01 7.522208202777504052e-05 4.813889011823938111e-04 5.457768644522235456e-07 0.000000000000000000e+00 6.206785930328100767e-06 2.478135377259308065e-06 3.417958269832440700e-03 6.860992228323796016e-05 3.056277400690017229e-10 3.988452971645926604e-01 2.964576919447118645e-08 1.028376694927470583e-07 6.862398740028929911e-01 0.000000000000000000e+00 1.393604289657918160e+00 2.376880015976326691e-05 2.799138809901591988e-13 4.208611991838720652e-03 5.186010753830594400e-01 1.203590742506505346e-14 4.346534270391355127e-03 2.553100235304310406e+00 4.529003372743156207e-08 0.000000000000000000e+00 2.498798027819887010e-02 6.011383172762676391e-02 3.477726021210332252e+00 6.638812014484709589e-01 2.704546035586261610e+00 3.924232795652814465e-01 2.162922482943414708e-03 2.771483550336416649e-02 9.825552198057827067e-04 0.000000000000000000e+00 7.027308489831384936e-12 5.669254059435253623e-01 1.823879731913348623e+00 1.371662524350665935e+00 3.187538778170073250e+00 5.420282153392968455e-17 1.082465448020220933e+00 9.638636455928270008e-01 2.343992741100312305e+00 0.000000000000000000e+00 1.424729493634987743e-01 5.176882399405632107e+00 2.627866532560705792e+00 4.663832027521476117e-03 7.607823110338581627e-08 1.151362996733135309e-06 1.819685267935745954e-14 5.442448922614917528e-01 1.887989911355798193e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.851107406162411095e+00 4.850459530028931463e-10 2.599667842981693623e-04 7.237395549231436138e-03 2.491412798626787550e-01 8.253349105582053903e-06 2.046220187052907175e-02 5.624774009521825998e-10 2.040329879128965522e-07 0.000000000000000000e+00 4.985680888400955595e-04 3.430388425172082848e-07 2.436616312991617996e-08 1.716540207007674512e+00 1.580519732756424656e+00 3.252412808941385763e-02 3.157218742923596722e+00 1.903089312763832086e-01 9.996513975259611175e-11 0.000000000000000000e+00 9.144176653051893006e-06 6.091567310429788588e-08 6.822842422259220996e-01 1.913355462985550925e-01 1.139183241517635892e-01 2.043065537629432882e+00 3.066897033737158834e-05 4.801653837611594687e-04 2.006003955118412311e-08 0.000000000000000000e+00 1.707341484045946955e-06 1.231905772262998846e-06 6.853815521988057026e-03 1.724676638980578267e-04 2.380337820612862541e-10 1.274822513360081677e+00 4.648090297013469357e-08 1.051903983519004653e-07 6.145343944184770146e-01 0.000000000000000000e+00 6.006067707696885805e+00 6.042501330982128811e-05 3.442348566913565690e-12 4.670661875647263679e-04 1.779309053339411584e+00 2.385413999651366781e-15 2.074404742085482131e-02 3.725847514210084199e+00 1.709767144451934276e-07 0.000000000000000000e+00 2.241700216940390941e-02 6.808768661277642131e-02 1.807813564747188018e+00 1.240642476340518163e+00 1.497195256940370145e+00 6.391286815083703221e-01 2.737162574383096222e-03 4.656576520150640386e-03 9.099768464950415458e-04 0.000000000000000000e+00 1.928940951324666785e-11 1.459354956306282980e-02 3.100745064079280411e+00 7.845798573212986460e-01 3.097154967323094255e+00 2.695387067631043442e-16 8.216796696858360560e-01 4.772370106717823690e-01 1.949311417918834000e+00 0.000000000000000000e+00 1.468729344493494571e-01 4.864668832226296757e+00 3.057853985757110316e+00 2.668496015911250852e-02 9.484369344715798064e-08 1.859612731913115143e-06 2.766804024022791433e-14 1.364641446751714948e+00 1.220681366917087795e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.314786172287385035e+00 1.084660800179561164e-09 2.719314911053854122e-04 1.621302354556897890e-02 8.077769049684990765e-02 6.863092865503053123e-06 9.748962772076882888e-02 2.757120838193043087e-09 1.415210059439114354e-06 0.000000000000000000e+00 1.859286288004642249e-04 1.751727937601176457e-07 3.525264846421136529e-07 2.077670149465889793e+00 2.377336549224984275e-01 4.802541124541768319e-02 2.379885931628741513e+00 3.413172723498313077e-02 1.617225140983913393e-11 0.000000000000000000e+00 1.250196557500585053e-05 5.038019695275604758e-08 2.471230725012603102e+00 1.284664520388334175e-01 5.507008556697883667e-02 1.294054583843294415e+00 3.432336377956171403e-05 2.651074149652739970e-04 6.525416276545014198e-09 0.000000000000000000e+00 2.920163134897764428e-08 5.431447344218690356e-06 3.335739488801424684e-04 1.313870198278219007e-04 5.745083240429888386e-10 1.879797910599608768e-01 6.490035259205079468e-09 1.336361581734919985e-08 3.097963707483585016e-02 0.000000000000000000e+00 1.438549433121472099e+00 3.974401250032129839e-05 1.876250795929329362e-12 2.859300680650584672e-04 2.286707333545242804e+00 4.169395627176130656e-15 3.624955245340139715e-02 1.621481758952825203e-02 5.960464807176182606e-08 0.000000000000000000e+00 3.489677352940690619e-02 1.203768248633462074e-01 1.502016012028250636e+00 2.035169423253386345e+00 2.035851338829793189e+00 7.287743450203708617e-01 1.710115193386376039e-03 1.986136401535397325e-04 1.578837798593040256e-03 0.000000000000000000e+00 2.381145863746575159e-11 2.211670521549117044e-03 2.841157352770943056e+00 7.467452530540826805e-01 9.273706139901420897e+00 1.892130997571119814e-15 5.978723289714520384e-01 8.348474445113841513e-01 6.132194665076864948e-02 0.000000000000000000e+00 7.613993090712645184e-02 1.041091577800955736e+00 2.397491322162141891e+00 1.915364627331996306e-01 1.058710111954449339e-07 1.789130824585609945e-06 5.429603411450396870e-14 8.236176613595516116e+00 5.182422716066728378e-03 0.000000000000000000e+00
0.000000000000000000e+00 9.583914153608408260e-01 1.110019478555779479e-09 1.931650468639339079e-05 4.164532305697498868e-03 7.798545922679978037e-02 2.150134245093190132e-06 4.700356122685205029e-03 1.086405491197645841e-08 2.532433444798791746e-06 0.000000000000000000e+00 1.774827557428396119e-04 1.318101024443279803e-07 1.786256849113469606e-07 3.356758591919220436e+00 2.043839298139327465e-01 3.745157237650734855e-02 3.381658491935606303e+00 9.051641129172382019e-03 1.822680989310504075e-11 0.000000000000000000e+00 1.544172064144387122e-05 1.663491673936332636e-08 1.736806288503902895e-01 3.389398968111164701e-01 3.470642350009332522e-01 2.181501630581725859e+00 4.505775443022877095e-05 2.640359131533180723e-04 3.081983083397858410e-09 0.000000000000000000e+00 1.642687634136657193e-08 1.997556358411333624e-06 5.163370888258794452e-04 5.562457134659756688e-04 9.532576831179337373e-10 3.764778498401984835e-02 9.141417626685388898e-09 3.342661258873365884e-09 9.745996096466164049e-02 0.000000000000000000e+00 4.520682218342527703e-01 2.642239291534562702e-05 3.652153016535430270e-13 6.131314213383645293e-04 2.127701320032445942e+00 2.119693181572094624e-15 1.556317405228535740e-02 7.786340833703993269e-02 3.353915644475727088e-08 0.000000000000000000e+00 2.270272550976089668e-02 6.573525455876480517e-02 2.465255401025475412e-01 1.244998181450658103e+00 2.687904376008498630e+00 7.691857028092973225e-01 1.182641528161732306e-02 5.823023121257782765e-04 1.599244642685130474e-02 0.000000000000000000e+00 6.045435233636755513e-11 2.513005800900349525e-03 6.485225700372216018e+00 6.509030723759363646e-01 5.794232454639059782e+00 3.653577749466034298e-13 1.861536941142340140e+00 2.980583646181038660e+00 6.497935463082166185e-02 0.000000000000000000e+00 2.892569698307278711e-02 3.167967638169014499e+00 1.859280526605864958e+00 2.115073397838209412e-01 1.795526993662629093e-07 6.244737188186005381e-06 9.028118181873530443e-15 6.408853876775316927e+00 3.930619641426525389e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.132561280771826162e+00 5.565225248761698585e-10 2.757675842319392865e-05 4.606068367261311261e-03 1.392318627153255571e-02 1.763878606314349368e-05 6.996194678083203587e-04 7.587746992682175349e-06 1.461449625540105281e-06 0.000000000000000000e+00 1.383666932596275300e-04 7.304016898797951587e-06 1.779835250555959190e-07 5.779354164942219541e+00 9.607386062854743336e-02 1.582153527557928971e-02 9.581782705103961462e+00 4.909405972095924088e-03 1.235177586110894407e-11 0.000000000000000000e+00 2.723254011200798452e-05 8.159783124317376658e-07 1.602579862207626771e-01 4.026708200711559549e-01 9.968431364459221511e-01 6.935205440165544966e-01 1.619214520369783076e-04 3.883722149071990254e-04 1.601533140275857577e-08 0.000000000000000000e+00 8.002170880218853458e-08 1.488148976665616687e-06 5.838938553245881079e-04 9.414441231024151370e-04 1.438964862357326711e-09 2.953453399509686078e-02 1.229638964287376460e-07 2.133038881323413999e-09 1.222628746455111243e-01 0.000000000000000000e+00 9.411969826788202376e-01 2.204098205179016664e-04 1.439880403523829545e-13 4.944532742443140567e-04 2.580556304517288346e+00 2.322146812971671707e-14 5.485774840846936035e-03 8.250817141982579039e-02 2.838116882739458278e-08 0.000000000000000000e+00 4.024137143959663376e+00 1.109333656342697920e-02 9.203238846661535022e-02 5.046580951987292840e-01 1.458606325627356926e+00 1.312879540897415598e-01 4.686508010333225523e-04 8.046554683469701874e-04 1.391439212189972408e-02 0.000000000000000000e+00 1.821125320126016245e-10 1.131563131318468092e-02 8.107372281664819269e+00 4.047117847985667871e-01 8.831967143780450336e-01 4.058399295024493625e-13 7.333632706401800760e+00 3.148789822848605979e+00 2.662989977310328271e-01 0.000000000000000000e+00 3.896205872427137978e-02 4.464853981950752448e+00 8.573194088837731153e-01 9.203057990847041125e-02 3.802495308593028773e-07 1.101619700741282218e-05 1.328879790650072789e-14 6.909349997239491614e+00 8.515068795072627816e-01 0.000000000000000000e+00
