log.prior	log.likelihood	log.likelihood.test.set
-9.052280899935649359e+02 0.000000000000000000e+00 -3.062228541281277217e+01
-9.307476874535102525e+02 0.000000000000000000e+00 -3.190182285095806947e+01
-9.156713105762787563e+02 0.000000000000000000e+00 -3.152539278701463843e+01
-9.389656828124807362e+02 0.000000000000000000e+00 -3.157569607682387414e+01
-9.157880607586206452e+02 0.000000000000000000e+00 -3.089386872885935986e+01
-9.219537143669672332e+02 0.000000000000000000e+00 -3.020888621904668980e+01
-9.227655198676918644e+02 0.000000000000000000e+00 -3.048602053695425695e+01
-9.036565443326563809e+02 0.000000000000000000e+00 -3.041522953536818363e+01
-9.272431740485307046e+02 0.000000000000000000e+00 -3.008274220679724920e+01
-9.587358464328515311e+02 0.000000000000000000e+00 -2.953541143584997997e+01
-9.511313130891304581e+02 0.000000000000000000e+00 -2.921787138364935288e+01
-9.347017753972714900e+02 0.000000000000000000e+00 -2.876131907560244372e+01
-9.477723304249917646e+02 0.000000000000000000e+00 -2.953745725801724120e+01
-9.428969665312113193e+02 0.000000000000000000e+00 -2.996683697922806289e+01
-9.446983672580679468e+02 0.000000000000000000e+00 -3.030100384260990154e+01
-9.276484991005780785e+02 0.000000000000000000e+00 -3.066578474162606938e+01
-9.337753967217804529e+02 0.000000000000000000e+00 -2.962490406451571801e+01
-9.330993681743564139e+02 0.000000000000000000e+00 -3.014375983018746297e+01
-8.977617325574955203e+02 0.000000000000000000e+00 -2.980585421494063780e+01
-8.927695505538133602e+02 0.000000000000000000e+00 -2.953892855424622610e+01
-8.968685168956935740e+02 0.000000000000000000e+00 -2.930635879200696081e+01
-9.029273846046379504e+02 0.000000000000000000e+00 -2.918675520613793140e+01
-9.135631192343956855e+02 0.000000000000000000e+00 -2.815736694858725286e+01
-9.442989601209212651e+02 0.000000000000000000e+00 -2.793802739564384297e+01
-9.544220909571957918e+02 0.000000000000000000e+00 -2.813229070004578602e+01
-9.662614642226233173e+02 0.000000000000000000e+00 -2.919616232772047226e+01
-9.625079525339469910e+02 0.000000000000000000e+00 -2.909492357920166228e+01
-9.431843344282521002e+02 0.000000000000000000e+00 -3.001144878179891862e+01
-9.154275396936575362e+02 0.000000000000000000e+00 -2.982640109350872137e+01
-9.077724584169569653e+02 0.000000000000000000e+00 -2.920795442393104224e+01
-9.219479383246909947e+02 0.000000000000000000e+00 -2.973726617682264362e+01
-9.373274169134738258e+02 0.000000000000000000e+00 -2.904511745153159552e+01
-9.195055967818045701e+02 0.000000000000000000e+00 -2.977807031104985924e+01
-9.018615193145924422e+02 0.000000000000000000e+00 -3.125079276481541513e+01
-8.664507702735534167e+02 0.000000000000000000e+00 -3.026937943194113245e+01
-9.177950775417881459e+02 0.000000000000000000e+00 -2.996027750298891590e+01
-9.157354418690955526e+02 0.000000000000000000e+00 -2.968177859367938254e+01
-9.354057866289551839e+02 0.000000000000000000e+00 -2.880646101641320911e+01
-9.492832384409366568e+02 0.000000000000000000e+00 -2.908270138695941398e+01
-9.447839214546830817e+02 0.000000000000000000e+00 -3.077675441142774559e+01
-9.257236733716640629e+02 0.000000000000000000e+00 -3.057234943575828368e+01
-9.219784951534668380e+02 0.000000000000000000e+00 -3.094893703709820443e+01
-9.232043033116782453e+02 0.000000000000000000e+00 -3.021394174610762207e+01
-9.385301744257404835e+02 0.000000000000000000e+00 -3.093601272062863927e+01
-9.438359260893453211e+02 0.000000000000000000e+00 -2.958762861666558308e+01
-9.237145677703258571e+02 0.000000000000000000e+00 -2.971646936353985780e+01
-9.232364393394893796e+02 0.000000000000000000e+00 -2.976806566163145362e+01
-9.222397387144404775e+02 0.000000000000000000e+00 -2.800398069712460369e+01
-9.141495091856412500e+02 0.000000000000000000e+00 -2.894771252002904305e+01
-8.853379371190941356e+02 0.000000000000000000e+00 -2.889711444998329171e+01
-8.791712866065934122e+02 0.000000000000000000e+00 -2.897933460435336883e+01
-8.791696401297530201e+02 0.000000000000000000e+00 -2.922824787896999510e+01
-8.712338404166697501e+02 0.000000000000000000e+00 -2.969393573517785967e+01
-8.704283366383345992e+02 0.000000000000000000e+00 -3.001455092503042010e+01
-9.063391554365637148e+02 0.000000000000000000e+00 -2.853039499664181733e+01
-8.826007953791136060e+02 0.000000000000000000e+00 -2.877695378908171620e+01
-8.860481117790034205e+02 0.000000000000000000e+00 -2.874739046402650899e+01
-8.916730453183521377e+02 0.000000000000000000e+00 -2.852798960800339501e+01
-9.095517179911707899e+02 0.000000000000000000e+00 -2.892612454426742374e+01
-8.995583498711015409e+02 0.000000000000000000e+00 -2.969525135184535714e+01
-9.255127069369061701e+02 0.000000000000000000e+00 -3.062746960727015733e+01
-9.157467540465088405e+02 0.000000000000000000e+00 -2.939921755497519484e+01
-9.333238428311865391e+02 0.000000000000000000e+00 -3.051809094005670886e+01
-9.301383131168793170e+02 0.000000000000000000e+00 -3.087917190845138293e+01
-9.059036156625278409e+02 0.000000000000000000e+00 -3.070638951474700207e+01
-9.210462083975996848e+02 0.000000000000000000e+00 -3.114401128926026274e+01
-9.148555060526258558e+02 0.000000000000000000e+00 -3.091269274686969482e+01
-9.045007400288043300e+02 0.000000000000000000e+00 -2.944091439240024499e+01
-8.979477788873105055e+02 0.000000000000000000e+00 -2.895260078743834242e+01
-9.140644461182665736e+02 0.000000000000000000e+00 -2.923807741650634284e+01
-9.093608859481505533e+02 0.000000000000000000e+00 -2.960603758739902958e+01
-8.952356636303318282e+02 0.000000000000000000e+00 -2.904678358753673706e+01
-8.950700231588699580e+02 0.000000000000000000e+00 -2.917191666643114445e+01
-8.816758680965633630e+02 0.000000000000000000e+00 -3.015700156558928313e+01
-8.689315002771470517e+02 0.000000000000000000e+00 -2.948367395067789687e+01
-8.611097634962065968e+02 0.000000000000000000e+00 -2.950394777302716420e+01
-8.788896866282884730e+02 0.000000000000000000e+00 -2.902844740025908266e+01
-9.089776359550191955e+02 0.000000000000000000e+00 -2.959817835754230941e+01
-9.220817377702815065e+02 0.000000000000000000e+00 -2.945112298083786584e+01
-9.189896191350576373e+02 0.000000000000000000e+00 -2.895108551720807100e+01
-9.085009929808425113e+02 0.000000000000000000e+00 -2.809186761847917069e+01
-8.918177858111992009e+02 0.000000000000000000e+00 -2.766570480438012680e+01
-9.030542806234370801e+02 0.000000000000000000e+00 -2.858921777239316953e+01
-9.118686085195568012e+02 0.000000000000000000e+00 -2.735886882623975680e+01
-8.893014916516183348e+02 0.000000000000000000e+00 -2.756980302562060103e+01
-8.968173190043610248e+02 0.000000000000000000e+00 -2.826510144357442300e+01
-8.826538080996590452e+02 0.000000000000000000e+00 -2.880419444791959904e+01
-8.999801407803322491e+02 0.000000000000000000e+00 -2.933965413070409056e+01
-8.981971713383848055e+02 0.000000000000000000e+00 -3.004617289489840459e+01
-9.125891619405778101e+02 0.000000000000000000e+00 -3.001458289481209363e+01
-9.182332501543174885e+02 0.000000000000000000e+00 -3.046875379195458322e+01
-9.249362318804413690e+02 0.000000000000000000e+00 -2.962287718515091228e+01
-9.317235512994627697e+02 0.000000000000000000e+00 -3.031741911190380279e+01
-9.259009114189303773e+02 0.000000000000000000e+00 -2.959075278781554630e+01
-9.311760274992756194e+02 0.000000000000000000e+00 -2.908930099338576269e+01
-9.244878023240743232e+02 0.000000000000000000e+00 -2.869531044946810994e+01
-9.011960978928100303e+02 0.000000000000000000e+00 -2.938067059001072323e+01
-9.189047410185403351e+02 0.000000000000000000e+00 -3.007707958847333884e+01
-9.040618822278167954e+02 0.000000000000000000e+00 -3.126982167697175896e+01
-8.902511973090014408e+02 0.000000000000000000e+00 -3.123279162076468651e+01
-9.106520854694083482e+02 0.000000000000000000e+00 -3.159257023401738707e+01
-9.207546292702982100e+02 0.000000000000000000e+00 -3.153964769820898084e+01
-9.251715484026215108e+02 0.000000000000000000e+00 -3.197576407701973267e+01
-9.213126756594052722e+02 0.000000000000000000e+00 -3.057987340991735437e+01
-9.063969283376791282e+02 0.000000000000000000e+00 -2.899218055282618423e+01
-9.042540453642113789e+02 0.000000000000000000e+00 -3.002494698296821696e+01
-9.020456656454797439e+02 0.000000000000000000e+00 -2.972250518764538185e+01
-8.818367174987012049e+02 0.000000000000000000e+00 -3.037467160629266516e+01
-8.555622357104116418e+02 0.000000000000000000e+00 -3.102171561905581143e+01
-8.610507030253796756e+02 0.000000000000000000e+00 -3.102244571156789732e+01
-8.503307091411797956e+02 0.000000000000000000e+00 -3.120163668983320804e+01
-8.488569995903551444e+02 0.000000000000000000e+00 -3.229488618680127843e+01
-8.406465863406601784e+02 0.000000000000000000e+00 -3.153086969794316019e+01
-8.342571795677432647e+02 0.000000000000000000e+00 -2.950941586631986979e+01
-8.147784697783013144e+02 0.000000000000000000e+00 -2.927450562146266577e+01
-8.175953753787326832e+02 0.000000000000000000e+00 -2.831065865313610175e+01
-8.128059954620534882e+02 0.000000000000000000e+00 -2.836801378110843075e+01
-8.237628076239018355e+02 0.000000000000000000e+00 -2.988420924006430823e+01
-8.135714277133045016e+02 0.000000000000000000e+00 -3.028858654317571109e+01
-8.269597014782607403e+02 0.000000000000000000e+00 -2.895104153057111773e+01
-8.346047801344150230e+02 0.000000000000000000e+00 -2.942116032368339518e+01
-8.354067449641415806e+02 0.000000000000000000e+00 -3.137641573968551256e+01
-8.348164390286747221e+02 0.000000000000000000e+00 -3.072911768903271934e+01
-8.343129062246648573e+02 0.000000000000000000e+00 -3.047209278367323293e+01
-8.180907347330778521e+02 0.000000000000000000e+00 -3.012549150677325827e+01
-8.523016849792759331e+02 0.000000000000000000e+00 -3.024769146045254331e+01
-8.494098575892400049e+02 0.000000000000000000e+00 -2.940577872739939380e+01
-8.420177451979138823e+02 0.000000000000000000e+00 -2.838793595208973386e+01
-8.487736043942413744e+02 0.000000000000000000e+00 -2.966085241898311153e+01
-8.267335263917466364e+02 0.000000000000000000e+00 -3.007544571114382848e+01
-8.208161267554239657e+02 0.000000000000000000e+00 -2.954184045723319230e+01
-8.371593462785706379e+02 0.000000000000000000e+00 -2.983534556408255867e+01
-8.452191902560182371e+02 0.000000000000000000e+00 -3.094819183714257349e+01
-8.464825462604537734e+02 0.000000000000000000e+00 -3.109515564201682025e+01
-8.229586688124863940e+02 0.000000000000000000e+00 -2.961164100803723898e+01
-8.222664427975737453e+02 0.000000000000000000e+00 -2.991034835076894183e+01
-8.165732386567856338e+02 0.000000000000000000e+00 -2.817217961136805116e+01
-8.161342152511105041e+02 0.000000000000000000e+00 -2.880858178013343718e+01
-8.028514899593058090e+02 0.000000000000000000e+00 -2.882694754713735108e+01
-7.897845160876386217e+02 0.000000000000000000e+00 -2.849230078074955941e+01
-8.219227693532930061e+02 0.000000000000000000e+00 -2.794169470821154277e+01
-8.058081893024527744e+02 0.000000000000000000e+00 -2.909319377993261924e+01
-7.995353510389390976e+02 0.000000000000000000e+00 -2.936561784028576483e+01
-7.814953452155122022e+02 0.000000000000000000e+00 -2.994729750130692025e+01
-7.607817820320565261e+02 0.000000000000000000e+00 -3.013820637971473104e+01
-7.707554303378776694e+02 0.000000000000000000e+00 -2.956037583476938835e+01
-7.872264500013322959e+02 0.000000000000000000e+00 -2.900403820341209382e+01
-7.775114784783233972e+02 0.000000000000000000e+00 -2.978943817081407985e+01
-7.549261797003889569e+02 0.000000000000000000e+00 -2.828612636876647457e+01
-7.790064996958494703e+02 0.000000000000000000e+00 -2.832834126329478863e+01
-8.228590005814094184e+02 0.000000000000000000e+00 -2.841921491895793395e+01
-8.378623256625864997e+02 0.000000000000000000e+00 -2.825213433774618466e+01
-8.425556914506817066e+02 0.000000000000000000e+00 -2.841677318491601056e+01
-8.550431399942649477e+02 0.000000000000000000e+00 -2.932234648465669125e+01
-8.574001100200501924e+02 0.000000000000000000e+00 -3.082125723047613519e+01
-8.503958348518538060e+02 0.000000000000000000e+00 -3.015517761711208777e+01
-8.577202639943461691e+02 0.000000000000000000e+00 -3.006061623662897375e+01
-8.675973275258536432e+02 0.000000000000000000e+00 -2.994538549916009629e+01
-8.623604300613344549e+02 0.000000000000000000e+00 -2.939490294839077933e+01
-8.417071566025722404e+02 0.000000000000000000e+00 -2.970040558671605879e+01
-8.309345788886328137e+02 0.000000000000000000e+00 -2.972802950353582219e+01
-8.151841657083838300e+02 0.000000000000000000e+00 -2.896728278713698046e+01
-8.270742066160246395e+02 0.000000000000000000e+00 -3.113534899463537897e+01
-8.165113834286307792e+02 0.000000000000000000e+00 -3.199648659979158083e+01
-8.292114743891872877e+02 0.000000000000000000e+00 -3.160203351668563698e+01
-8.036304107836034518e+02 0.000000000000000000e+00 -3.109668342003209318e+01
-7.859263090582023779e+02 0.000000000000000000e+00 -3.023117552195652991e+01
-7.654209091352313408e+02 0.000000000000000000e+00 -3.075624859746289985e+01
-7.539427156789749915e+02 0.000000000000000000e+00 -3.031942482850946874e+01
-7.598047072064202894e+02 0.000000000000000000e+00 -2.993982981512604624e+01
-7.688323211714200625e+02 0.000000000000000000e+00 -2.942721679264788293e+01
-7.446386803478510501e+02 0.000000000000000000e+00 -3.093606386142272413e+01
-7.427612438373093937e+02 0.000000000000000000e+00 -3.118541849972697833e+01
-7.324489668547677184e+02 0.000000000000000000e+00 -3.023838458013659647e+01
-7.227015801054880058e+02 0.000000000000000000e+00 -3.028087816753343020e+01
-7.248269381538976859e+02 0.000000000000000000e+00 -3.015516627991510745e+01
-7.317863921760987296e+02 0.000000000000000000e+00 -2.878744817173054571e+01
-6.990968201540666769e+02 0.000000000000000000e+00 -2.851432358955409541e+01
-6.847909951344490764e+02 0.000000000000000000e+00 -2.823733571056470737e+01
-7.002061058716907382e+02 0.000000000000000000e+00 -2.866510901176567927e+01
-6.829654003230270973e+02 0.000000000000000000e+00 -3.017260860884509555e+01
-6.871975574163525380e+02 0.000000000000000000e+00 -3.012263201750781150e+01
-6.609106359337188223e+02 0.000000000000000000e+00 -3.028735616077644011e+01
-6.585864101187738697e+02 0.000000000000000000e+00 -3.090800642713601576e+01
-6.568855457467141150e+02 0.000000000000000000e+00 -3.072245083714106784e+01
-6.587131369734963755e+02 0.000000000000000000e+00 -3.058180691059321532e+01
-6.500699800604695611e+02 0.000000000000000000e+00 -3.100513740595873458e+01
-6.573655537253409875e+02 0.000000000000000000e+00 -3.016372396639096110e+01
-6.713255872225536223e+02 0.000000000000000000e+00 -2.971926249540210563e+01
-6.606208377080020000e+02 0.000000000000000000e+00 -2.916305380452249096e+01
-6.573311029728993162e+02 0.000000000000000000e+00 -2.928661599127691773e+01
-6.579044602052033497e+02 0.000000000000000000e+00 -2.903078803333896474e+01
-6.284568043325635927e+02 0.000000000000000000e+00 -3.029531925453898111e+01
-6.182157534063973117e+02 0.000000000000000000e+00 -3.043832498642682083e+01
-6.343145837099134496e+02 0.000000000000000000e+00 -3.138199212263236859e+01
-6.583128585717702208e+02 0.000000000000000000e+00 -3.211971309010898779e+01
-6.738908591309159419e+02 0.000000000000000000e+00 -3.162683269664704255e+01
-6.911925629470601962e+02 0.000000000000000000e+00 -3.202946906681232520e+01
-7.153265133614038405e+02 0.000000000000000000e+00 -3.040580024464215114e+01
-7.103038906934190209e+02 0.000000000000000000e+00 -3.007056452293100790e+01
-7.176775380508543094e+02 0.000000000000000000e+00 -2.801082455267835769e+01
-7.067639852341590085e+02 0.000000000000000000e+00 -2.962037218305628983e+01
-7.404971596881360938e+02 0.000000000000000000e+00 -2.823284468965194094e+01
-7.372081117457398705e+02 0.000000000000000000e+00 -2.938265921409869463e+01
-7.335543816715244247e+02 0.000000000000000000e+00 -2.882913559807825266e+01
-7.442023333397854685e+02 0.000000000000000000e+00 -2.868894002899494922e+01
-7.170943191612714145e+02 0.000000000000000000e+00 -2.852430551000311709e+01
-7.157638902245582813e+02 0.000000000000000000e+00 -2.912833386272508562e+01
-7.235686397493918776e+02 0.000000000000000000e+00 -2.910000803539989533e+01
-7.067337418371400872e+02 0.000000000000000000e+00 -2.987986646440354832e+01
-6.907436639991086622e+02 0.000000000000000000e+00 -2.973015124746794413e+01
-6.870971737659231167e+02 0.000000000000000000e+00 -3.068152108867252537e+01
-6.752392143650349681e+02 0.000000000000000000e+00 -3.042706184849436113e+01
-6.977389356191747538e+02 0.000000000000000000e+00 -2.983067486020682679e+01
-6.866768015003081018e+02 0.000000000000000000e+00 -3.228633430024096640e+01
-6.876822656458712117e+02 0.000000000000000000e+00 -3.105477471369592024e+01
-6.905573581427893259e+02 0.000000000000000000e+00 -3.121863097259300446e+01
-7.222112672669826452e+02 0.000000000000000000e+00 -2.933394947094788563e+01
-7.120944071826719437e+02 0.000000000000000000e+00 -3.139170941621070199e+01
-7.196305718102704532e+02 0.000000000000000000e+00 -3.123013827470693116e+01
-7.103929566751071434e+02 0.000000000000000000e+00 -3.149274324273250159e+01
-7.066700204547935300e+02 0.000000000000000000e+00 -3.107075488846896860e+01
-7.247501351598640440e+02 0.000000000000000000e+00 -3.113296207148026440e+01
-7.143699326335228079e+02 0.000000000000000000e+00 -3.054166239940997229e+01
-7.197985932062641723e+02 0.000000000000000000e+00 -3.027828801170153383e+01
-7.208680930587058810e+02 0.000000000000000000e+00 -2.974930077592856037e+01
-7.117818720913998050e+02 0.000000000000000000e+00 -2.987924514982303492e+01
-6.935590957373959782e+02 0.000000000000000000e+00 -2.920337978861846295e+01
-6.996729786543378395e+02 0.000000000000000000e+00 -2.963868056770560599e+01
-7.214407105520090226e+02 0.000000000000000000e+00 -2.924377232783122338e+01
-7.197186224613030845e+02 0.000000000000000000e+00 -3.020496436283843877e+01
-7.352667643051561299e+02 0.000000000000000000e+00 -3.094551055463699640e+01
-7.422557221396961040e+02 0.000000000000000000e+00 -3.018969468610436024e+01
-7.679053564010546324e+02 0.000000000000000000e+00 -3.010738780422970251e+01
-7.528936015406009119e+02 0.000000000000000000e+00 -3.119871057510752621e+01
-7.244238506794467867e+02 0.000000000000000000e+00 -3.170988717937790113e+01
-7.348462675643386319e+02 0.000000000000000000e+00 -3.201281948926023802e+01
-7.232646163782781059e+02 0.000000000000000000e+00 -3.113277737199123862e+01
-7.465132574177264360e+02 0.000000000000000000e+00 -3.018113501758956829e+01
-7.649540996750006343e+02 0.000000000000000000e+00 -2.896846053848939562e+01
-7.562955759612967768e+02 0.000000000000000000e+00 -2.936658250475701948e+01
-7.752438435905112328e+02 0.000000000000000000e+00 -2.832564762582572371e+01
-7.760205821740677266e+02 0.000000000000000000e+00 -2.884683421302719353e+01
-7.837719661500651682e+02 0.000000000000000000e+00 -2.957136119308648858e+01
-7.818361365213602312e+02 0.000000000000000000e+00 -2.946052387738858158e+01
-7.752212533129436451e+02 0.000000000000000000e+00 -2.954408218205023218e+01
-7.869727747152110169e+02 0.000000000000000000e+00 -3.060193718647066419e+01
-7.899219841822738317e+02 0.000000000000000000e+00 -3.056527453170106412e+01
-8.107849742987334594e+02 0.000000000000000000e+00 -2.838931291329241446e+01
-7.932644881160683781e+02 0.000000000000000000e+00 -2.916297008175000371e+01
-7.829297320791836228e+02 0.000000000000000000e+00 -2.967191028236292993e+01
-7.944270096475128184e+02 0.000000000000000000e+00 -3.055514205524509919e+01
-7.860936607941648617e+02 0.000000000000000000e+00 -2.966770366655357805e+01
-7.649676080030768617e+02 0.000000000000000000e+00 -2.972083266557756076e+01
-7.819061153734411391e+02 0.000000000000000000e+00 -2.981544479183965279e+01
-7.902478436786668681e+02 0.000000000000000000e+00 -3.061259159087983051e+01
-8.193758101727662506e+02 0.000000000000000000e+00 -3.173582170154759297e+01
-8.325004370478901592e+02 0.000000000000000000e+00 -3.136045255550287436e+01
-8.649316784394659408e+02 0.000000000000000000e+00 -3.120609877977149438e+01
-8.491691432002543252e+02 0.000000000000000000e+00 -3.133685151445742179e+01
-8.398394171244508470e+02 0.000000000000000000e+00 -3.077590480814849627e+01
-8.373921069997926452e+02 0.000000000000000000e+00 -3.072434098587639539e+01
-8.423414205828615877e+02 0.000000000000000000e+00 -3.061508102651364993e+01
-8.433655857773480875e+02 0.000000000000000000e+00 -2.989929513065767708e+01
-8.256294325717307174e+02 0.000000000000000000e+00 -3.097905888278690156e+01
-8.291604113490668624e+02 0.000000000000000000e+00 -3.111231499012657764e+01
-8.382031053881439675e+02 0.000000000000000000e+00 -3.014438215897162365e+01
-8.262614962941138401e+02 0.000000000000000000e+00 -3.131807009036899103e+01
-8.238273760543740991e+02 0.000000000000000000e+00 -3.068707759241479494e+01
-8.308386343154022597e+02 0.000000000000000000e+00 -3.030342152265890832e+01
-8.079853842258231680e+02 0.000000000000000000e+00 -3.112547857933603268e+01
-8.135514457210098271e+02 0.000000000000000000e+00 -3.083290561410905184e+01
-8.264602189326128610e+02 0.000000000000000000e+00 -2.852275180836413426e+01
-8.303170378285492461e+02 0.000000000000000000e+00 -2.980835617488369849e+01
-8.463151730784986739e+02 0.000000000000000000e+00 -3.091487241105636485e+01
-8.487613844101999803e+02 0.000000000000000000e+00 -2.965343007712390033e+01
-8.458129122736918362e+02 0.000000000000000000e+00 -2.881071202636603346e+01
-8.313461591998366202e+02 0.000000000000000000e+00 -2.900389287303271146e+01
-8.154859906376067329e+02 0.000000000000000000e+00 -2.943010326243624775e+01
-8.064799560799208393e+02 0.000000000000000000e+00 -2.924971207147827101e+01
-8.302745048472303324e+02 0.000000000000000000e+00 -3.090430967118167871e+01
-8.419581261644376582e+02 0.000000000000000000e+00 -3.168335932829678825e+01
-8.305789386437477333e+02 0.000000000000000000e+00 -3.075359143877321344e+01
-8.510088687860948085e+02 0.000000000000000000e+00 -3.044346637215363671e+01
-8.531291269886023656e+02 0.000000000000000000e+00 -2.988896559118232688e+01
-8.677458633590849786e+02 0.000000000000000000e+00 -2.923165258343303208e+01
-8.609834888169475562e+02 0.000000000000000000e+00 -3.011679796579417712e+01
-8.478332893363636913e+02 0.000000000000000000e+00 -2.990982608685500566e+01
-8.827464338616985060e+02 0.000000000000000000e+00 -2.996354972947000306e+01
-8.785551669900986553e+02 0.000000000000000000e+00 -2.987498487790871593e+01
-8.936221107927078720e+02 0.000000000000000000e+00 -3.011194401152376088e+01
-8.618093759489738659e+02 0.000000000000000000e+00 -2.977819702036210003e+01
-8.653110143291841041e+02 0.000000000000000000e+00 -3.015773824144982029e+01
-8.808314695059907535e+02 0.000000000000000000e+00 -3.035845335838432391e+01
-8.853188174951744713e+02 0.000000000000000000e+00 -3.061736668822966578e+01
-8.987817937585675736e+02 0.000000000000000000e+00 -2.918429181465924671e+01
-9.063671951939880955e+02 0.000000000000000000e+00 -3.019201408053390878e+01
-8.850586363924257967e+02 0.000000000000000000e+00 -3.039776101981117051e+01
-8.668679197254836026e+02 0.000000000000000000e+00 -2.930591580686798636e+01
-8.950962630986601880e+02 0.000000000000000000e+00 -2.958328437494547813e+01
-9.022692784919539690e+02 0.000000000000000000e+00 -2.994272618432270860e+01
-8.727077847800035215e+02 0.000000000000000000e+00 -2.929626168477534520e+01
-8.257741644955378888e+02 0.000000000000000000e+00 -3.003094815121227157e+01
-8.355728233661097875e+02 0.000000000000000000e+00 -2.890966195580681131e+01
-8.244378800293679888e+02 0.000000000000000000e+00 -2.948768303481395492e+01
-8.155880638095160293e+02 0.000000000000000000e+00 -3.299233407624488734e+01
-7.843719799406978836e+02 0.000000000000000000e+00 -3.293791868687640090e+01
-7.861024753423093898e+02 0.000000000000000000e+00 -3.261992392339308822e+01
-7.980740422914682313e+02 0.000000000000000000e+00 -3.057241176992265252e+01
-7.961442489334978063e+02 0.000000000000000000e+00 -3.004854486636358502e+01
-8.227909091326829412e+02 0.000000000000000000e+00 -2.946441329362993145e+01
-8.195640966125694149e+02 0.000000000000000000e+00 -2.882799864707911297e+01
-8.180919904282518473e+02 0.000000000000000000e+00 -2.950418824824917863e+01
-8.151930789156991750e+02 0.000000000000000000e+00 -2.925455564269773845e+01
-7.840753535111418842e+02 0.000000000000000000e+00 -3.035507766290126597e+01
-7.907167522397062385e+02 0.000000000000000000e+00 -3.155063553328506032e+01
-7.512306006234421147e+02 0.000000000000000000e+00 -2.903462505722247045e+01
-7.306329133761496450e+02 0.000000000000000000e+00 -2.930498183135020440e+01
-7.125519399457875807e+02 0.000000000000000000e+00 -2.923388632914937091e+01
-7.371614434799546416e+02 0.000000000000000000e+00 -2.954772156717029929e+01
-7.296447145250931499e+02 0.000000000000000000e+00 -2.989539518343794100e+01
-7.491894996897533474e+02 0.000000000000000000e+00 -2.869962820333513775e+01
-7.488753777012797173e+02 0.000000000000000000e+00 -2.967155647741360269e+01
-7.195320744733795664e+02 0.000000000000000000e+00 -2.931744420677532048e+01
-7.015698445724242447e+02 0.000000000000000000e+00 -3.034703462356719683e+01
-7.003408403862080149e+02 0.000000000000000000e+00 -2.966450082344732664e+01
-7.175832374302888184e+02 0.000000000000000000e+00 -2.921755522632282975e+01
-7.498485316697792769e+02 0.000000000000000000e+00 -3.019430461812214617e+01
-7.378759304041035421e+02 0.000000000000000000e+00 -3.003347955497162047e+01
-7.274732238776706481e+02 0.000000000000000000e+00 -3.044474309994868122e+01
-7.539346879488477953e+02 0.000000000000000000e+00 -3.276909684679871759e+01
-7.195696755349624709e+02 0.000000000000000000e+00 -3.266221814954789693e+01
-7.299302341433059382e+02 0.000000000000000000e+00 -3.008590634852477308e+01
-7.426412022008280474e+02 0.000000000000000000e+00 -2.954476386264747134e+01
-7.556127515145456073e+02 0.000000000000000000e+00 -3.045418632440728857e+01
-7.192532785920402603e+02 0.000000000000000000e+00 -3.052935783710968565e+01
-7.063392073853503916e+02 0.000000000000000000e+00 -3.005147365313894170e+01
-7.137963865193569291e+02 0.000000000000000000e+00 -2.884153179017496882e+01
-7.332237011306615386e+02 0.000000000000000000e+00 -2.957936393827863242e+01
-7.465869260520796615e+02 0.000000000000000000e+00 -2.889246988284790518e+01
-7.404079872594625158e+02 0.000000000000000000e+00 -2.745912933809935907e+01
-7.297967911704287189e+02 0.000000000000000000e+00 -2.742512965555027904e+01
-7.388523126900872739e+02 0.000000000000000000e+00 -2.759642609383730871e+01
-7.649508253546765673e+02 0.000000000000000000e+00 -2.857842655793699294e+01
-7.718560401650534004e+02 0.000000000000000000e+00 -2.841413378528515921e+01
-7.724509782099471522e+02 0.000000000000000000e+00 -2.905609359582192042e+01
-7.502240123205640430e+02 0.000000000000000000e+00 -2.967240639760746035e+01
-7.503432035401746134e+02 0.000000000000000000e+00 -2.809524032046606123e+01
-7.375433419914219257e+02 0.000000000000000000e+00 -2.776350842356598037e+01
-7.483962681036459799e+02 0.000000000000000000e+00 -2.848636941931560784e+01
-7.300896541373710988e+02 0.000000000000000000e+00 -2.805675208745286398e+01
-7.234368802808027112e+02 0.000000000000000000e+00 -2.810727078559280301e+01
-7.310782775216114260e+02 0.000000000000000000e+00 -2.915232463500490212e+01
-7.199296025976935880e+02 0.000000000000000000e+00 -2.893353695928107072e+01
-7.003341392299299741e+02 0.000000000000000000e+00 -2.804707031759546965e+01
-7.177858169297868471e+02 0.000000000000000000e+00 -2.843113888830905012e+01
-7.105272893090482285e+02 0.000000000000000000e+00 -2.751500618867304127e+01
-7.262839198299257077e+02 0.000000000000000000e+00 -2.736405655944139426e+01
-6.929913008317220147e+02 0.000000000000000000e+00 -2.772675895499189380e+01
-6.947121381726660729e+02 0.000000000000000000e+00 -2.756887326141168160e+01
-6.817982128023024870e+02 0.000000000000000000e+00 -2.916138009054961344e+01
-6.903740171524385687e+02 0.000000000000000000e+00 -2.908110133756933635e+01
-7.046662363556486071e+02 0.000000000000000000e+00 -2.859865893356379729e+01
-6.996765881666838141e+02 0.000000000000000000e+00 -2.896851621739314453e+01
-7.215962110481975742e+02 0.000000000000000000e+00 -2.947202201977364666e+01
-7.070966027543998962e+02 0.000000000000000000e+00 -3.075726618882342223e+01
-7.341323222053073323e+02 0.000000000000000000e+00 -3.025399294330983935e+01
